Id,SalePrice
1344,83191.15901354804
835,207195.99101062462
1117,230447.45563632395
2043,69339.77467047106
2085,88879.75197724091
410,134777.81582359804
2650,98447.38191425103
2867,175736.6417276954
1668,112366.90103623112
1161,166148.94683881605
2122,172352.15204955597
2539,135782.88802965745
1047,119647.86163036432
1445,129817.6495220573
541,141418.03731557602
569,201453.77806557756
1276,108098.05389891275
918,145157.72981832162
326,159848.75310604705
1936,120236.32502261616
895,93412.37943751065
257,142222.55726290756
1241,183890.58800760083
1545,114518.90959720113
1189,175859.1718927722
270,137417.37750159597
2066,203920.85571998626
693,110512.46419470457
1259,127604.06083874046
2916,150908.57528888315
2321,265389.52924108313
1977,109759.4957638772
1895,139211.59025881192
1240,165191.16515138064
85,157443.95812992126
1823,115980.99265955338
825,304573.9806966876
110,236484.8716336509
697,123835.59932044234
2297,105493.96230594073
1231,123889.14014767809
1355,141821.1449677737
968,344097.2793349561
584,214927.4677152023
1315,130117.8512601412
1606,127270.69369491925
206,97246.39264888072
1685,374535.73385254527
2016,130409.0602617268
869,208828.1188736099
2135,125190.57721565117
2346,181238.1066803136
2430,221804.40324619375
2198,90749.33562619987
2652,116539.84662839599
27,114227.2024650306
241,171291.02174651175
906,140326.67502973124
1506,118380.7890097739
2098,337927.11481761944
1435,225986.0482429965
2213,128421.45822119518
1274,128767.80498233862
743,34854.384922228404
1737,200385.0833135091
2797,277031.0986393245
2185,56166.20573668397
58,163026.82266511756
830,206625.95079834017
808,107660.23620286198
680,147323.66308408408
1153,116975.95113052314
1291,131197.20217129934
1818,150951.7270496103
2161,180884.23153468047
1883,122555.70107294832
350,368683.74094587134
2473,153707.9865381577
295,204592.5164978996
293,203590.59921453835
859,127062.93426079224
288,75973.03460792042
1578,148172.96927368897
102,207062.93453623858
2831,151703.8563826957
1030,146612.64486985217
2551,135812.40789694796
1286,142779.16369335324
958,304463.4088858668
776,126790.80782211188
72,242043.72668736603
2263,240494.2549373012
1866,145285.09340615416
2876,57981.54204835229
2146,237303.55451298575
103,182913.63209924058
1500,134098.9948756179
492,186837.009084114
167,142376.53397871493
2597,118615.41862564342
2685,101987.89731361666
1035,144481.77443292184
1220,59043.70895444098
2602,138288.7860099681
2159,211576.16134074386
695,156090.4355611878
1109,288218.56118341733
640,182472.20642986402
1652,144069.20996094504
2090,171896.19386739293
1188,175267.54481517622
2345,222023.63634822675
1059,405779.1628881954
2751,219398.83585146497
128,219859.3563663831
1523,185424.53304309573
2925,178034.09781033543
2145,294582.55272783054
1121,219768.17629882132
566,261121.91665871127
565,249599.54472641455
1331,135694.16634845527
2928,121794.41990399291
156,122562.9545573245
797,145595.40978962832
327,81331.0761166736
2859,166384.7209515786
1453,114689.43344144472
1762,355244.67037117993
1868,188665.23613612397
1760,171740.4056584574
1113,236915.02168297488
1812,202404.25703299278
117,158883.92222435775
1142,205602.41797525962
2342,417864.38380865054
927,149711.0460451707
2478,169910.93336696184
655,66493.73776747979
2064,123034.55660789929
369,317113.6999248278
2239,118324.46214691561
2732,207313.48430486035
1653,165403.88480517882
959,210076.76899688007
2395,349351.9474784256
1412,114175.37643436888
271,253710.68576857017
1484,142976.10677788098
1497,162248.16281828764
552,145984.76023372004
2,110561.42303880032
1855,321810.79721178266
4,280844.3905370212
2292,158768.9920495383
134,131889.62977875388
646,95358.40986892724
42,320158.27127454715
532,234673.85293478114
713,85446.27752878143
2561,136222.06976496003
2360,133403.6678081364
1333,131132.7513237628
1407,217271.5210698013
2892,315417.5843400884
574,215832.2441729788
1227,201717.12816898592
2591,229665.8989215803
1476,219500.32589703772
1125,273355.96288490435
1446,123798.68631246974
408,101231.38954878217
1101,305500.1850951678
2251,197947.66516398676
373,188783.1243754092
2554,125671.35334512717
2382,282013.5244619576
1985,73424.55871040054
519,251444.7443708845
1093,179253.05921003007
864,252851.4304141954
2889,148360.27446096422
2308,200643.24117658334
986,174493.8536868688
1302,147528.7309942386
585,149999.09654210584
2708,145913.4838923124
147,138245.01186041092
1441,226076.3203805985
383,167702.18403727014
285,169293.7204315855
181,106720.25765155569
358,177095.27414524957
780,187607.82955142076
258,183324.62927356444
1865,217097.9564353688
692,117024.79119448908
2902,317486.3593142937
508,257622.5486950794
2638,151019.10567264882
36,124280.97079484627
611,175393.2837349138
2281,147218.2527103916
1678,117357.8092788784
1696,441517.6334961434
1557,65641.4361607177
2180,151650.300719934
1726,221471.31496236063
951,142105.00190077047
267,221562.80398948636
2706,135186.39473406537
2221,258205.22910617676
1357,164122.00416861556
2901,303409.7562503113
347,162803.9688549522
2164,204753.2062451792
1586,312344.2379859824
360,144042.19814570926
1769,267963.56903558463
2617,171968.84465798942
1879,132575.78686693424
991,225437.3243449955
1535,126010.9722667426
1191,141666.61213183374
1579,217470.23082172326
1882,147003.17698602207
1510,115108.04487092099
2196,200595.73333857558
1845,179019.30086674987
2336,397390.50431506516
942,88869.67437743333
861,119943.75034517808
2555,108245.5184374501
1392,173416.49785749233
2099,250808.72539233378
1543,110014.76395742309
948,272078.76610913564
1239,163598.05554937114
22,180854.89661662903
2796,240184.5525214236
2747,186816.54735904082
92,294561.0563930647
210,179342.1724612619
1858,207602.21278144696
2228,158177.65107639658
447,246791.21838326033
827,246386.35467436493
1649,225004.20084977662
682,138151.65777532142
2698,107063.89540769997
494,153699.3241713151
214,101863.04603276898
2441,237274.14309931223
2679,111856.86121548622
1336,121099.34883115214
465,188079.66830188874
1524,133404.8908103709
2543,112337.52981172255
631,136469.303313871
2452,322897.9590615489
228,178983.9589495884
126,176150.66345662792
1092,230337.0342510571
1122,211331.48538175953
932,252609.72407835227
1980,73424.9892408823
2171,101423.58634298274
551,138508.8385602703
2768,192826.9208320389
2056,102309.20479589727
1159,359803.6943592739
2645,121598.43120749711
1174,168243.6701110682
2266,226254.0909777595
2462,361029.98056387686
1219,145408.0167036063
2922,194776.6978716917
118,149924.80669781804
474,152462.36985985405
2576,157239.7822785105
872,289794.62196148763
1077,222204.31589796647
1536,158742.17734667528
1150,117423.50487551799
2341,349186.577878454
1931,152699.64254536753
2785,131763.85550390545
2538,128207.50707231667
597,202101.71193702074
464,200548.5320660668
233,251460.48153624797
2169,130998.55296289196
2123,166602.46882298222
1867,164528.97167697438
137,263647.2542304712
515,234524.53761256335
933,99510.04872073897
2784,151023.82211454562
972,155470.37882319282
599,152887.25101207377
2614,129702.83371777646
2582,148519.09593552694
1409,162373.5630281912
175,82907.47511340163
352,246034.86590023153
976,95510.23111782118
2134,192760.53799154257
984,114325.1871610192
2396,363841.13299837767
1673,124749.15963008137
404,121593.85826873741
607,157795.54093670443
814,168654.60816430108
868,193064.5902163157
2271,182257.113776963
1633,262486.58134195686
337,176969.27082917345
2765,222570.91274275404
1746,260148.82607931987
368,352481.71718462335
2806,210867.99211370415
1662,178795.66849338106
1234,227350.15303404574
1373,131229.84476442958
1672,107994.97216370485
1939,124851.93337033835
