,rev_id,sent_text,category,sentiment
63,691084627,The service in the dining areas and by the pool was very poor and slow; Including one,service,-1
64,691084627,very poor,,-1
65,691069452,Superb stay.,,1
66,691069452,,,0
67,691069452,Rooms average but the view on the top and being in the infinity pool was worth every penny !,room,1
68,691069452,We had fantastic cocktails.. probably the best ever.,food,1
69,691069452,Made by a very knowledgeable bar tender.,food,0
70,691069452,,,0
71,691069452,Restaurant we ate in was excellent and good value.,food,1
72,691069452,Worked definitely recommend while staying in this wonderful clean city.,,1
73,691069452,,,0
74,691069452,"Our view over the bay, track and gardens was unreal ...",others,1
75,690863554,We booked one night here to basically just relax and use the pool.,pool,1
76,690863554,,,0
77,690863554,It was amazing and we had a great time.,,1
78,690863554,,,0
79,690863554,I would highly recommend this although it is very expensive.,,1
80,690863554,,,0
81,690863554,We had a room on the 42 floor facing the bay.,room,0
82,690863554,,,0
83,690863554,The room was great and service was terrific esp.,room,1
84,690863554,the check in and check out experience.,service,0
85,690848234,This was my second stay at Marina Bay Sands and it was excellent again.,,1
86,690848234,"We booked a VIP pickup from airport and were greeted coming off the airbridge and chauffeured through customs to our waiting van with water bottles, cold towels and large comfortable seats.",,1
87,690848234,Upon arrival we were given expedited checkin and shown to our rooms just below the pool floor.,room,0
88,690848234,"Huge rooms (although no bath), the view over the gardens from balcony was spectacular at night.",room,1
89,690848234,"Whilst there for business, staying at Marina Bay Sands meant convenient access to the best shopping and outstanding dining at Michelin star restaurants.",food,1
90,690848234,Every morning I went swimming in the iconic pool which meant a great start to the day as it gets very busy later on.,pool,1
91,690848234,Iâ€™ll definitely stay here again when I return later this year.,,1
92,690797568,We stayed in grand club room with a city view on the 38th floor for one night.,room,1
93,690797568,,,0
94,690797568,The room was fabulous with an incredible view across the city.,room,1
95,690797568,,,0
96,690797568,We also had a great view of the gardens from our bathroom.,room,1
97,690797568,,,0
98,690797568,We checked in around 10.30am and were given cards to allow us access to the swimming pool until our room was ready.,service,1
99,690797568,,,0
100,690797568,"The pool was actually not too busy at that time and wow, what a view, it really is an incredible view!  ",pool,1
101,690797568,"We went to the pool again later in the evening which was busier, but there were still plenty of sun beds available.",pool,0
102,690797568,There is an adults only section at the end which tended to be quieter when we were there.,,0
103,690797568,,,0
104,690797568,It was amazing to swim up there at night looking over the city lights.,pool,1
105,690797568,,,0
106,690797568,"We had access to club 55 which was really good, it was never too busy when we were",food,1
107,690796492,To cap off our 40th anniversary Celebration trip we decided to splurge at the Marina Bay Sands hotel.,,0
108,690796492,What an impressive establishment.,,1
109,690796492,,,0
110,690796492,We had seen documentaries about it and had high expectations coming here.,,0
111,690796492,"The result is a mixed bag, mostly good but not completely.",,1
112,690796492,3 out of 4 staff gave us completely incorrect instructions/directions which cost both time and frustration.,service,-1
113,690796492,Signage is spasmodic and confusing.,,-1
114,690796492,Restaurant prices are ridiculous.,food,-1
115,690796492,Other than that everything else was superb.,,1
116,690796492,,,0
117,690796492,The room was large and well appointed.,room,1
118,690796492,Rooms with a garden view may have a balcony (ours did) and the Garden by the Bay Light show can be enjoyed from the room,room,1
119,690796492,Automared curtains are a nice touch.,room,1
120,690796492,"The rooftop infinity pool is spectacular with many lounge chairs, although few by the pool",pool,1
121,690796492,had,,0
122,690780949,The pictures do not do this hotel justice.,,1
123,690780949,The sheer size and amazing design make this one of my very best hotels in the world.,,1
124,690780949,We had a harbor view room which provided not only the static view of the 'gardens by the bay',room,0
125,690780949,[absolutely amazing place to visit] but also the moving panorama of all the ships in the bay..,,1
126,690780949,The infinity pool on the 57th floor was scarily impressive and a lot of fun as was the projecting deck out beyond the towers on the floor level.,pool,1
127,690780949,Totally recommend this hotel - not cheap but extremely well worth the monies.,,1
128,690780949,All staff were very courteous and helpful which of a hotel of this size is the exception not the norm.,service,1
129,690736323,I booked a room with the city view and I loved it.,room,1
130,690736323,"However, you can choose by yourself just search for viajero360 on youtu.., (the green person in front of a world) you will get a better idea of the views at minute 1:38, and 3 :)",,1
131,690555908,Our criticism: We traveled with a disabled friend who is because his cancer not able to walk.,,-1
132,690555908,We just got an wheelchair from the Hotel wich was very oldschool and very hard to push.,service,-1
133,690555908,And it also were so bulky that it was very to find a taxi where it could fit in.,,1
134,690555908,We asked in the Hotel at the Concierge desk for a Electronic scooter and they did not make an effort to help us or to find a help for our friend.,service,-1
135,690555908,"After 1 hour discussing and argueing with 4 different People in the hotel, they offered us to borrow a scooter from the MBS shopping mall.",service,0
136,690555908,- we citicize that they only had one scooter for the whole hotel and the shopping mall because that is far too few.,,0
137,690555908,And we also criticize that we had to discuss untill they gave us this really simple Solution.,,-1
138,690555908,That is absolutley no 5 star,,-1
139,690521419,Mythic hotel up to our expectations.,,0
140,690521419,Wonderful rooms ( we took sky level and is really worth it).,room,1
141,690521419,Swimming pool on the top is the must at different hours of the day and night.,pool,1
142,690521419,Check-in was fluid as we arrived earlier.,service,1
143,690521419,They kept our luggage and sent us a notification when room was ready (earlier than usual time).,room,1
144,690521419,,,0
145,690521419,One of the best hotel in the world!,,1
146,690514588,Although you do have to pay around $22.00 SD to get to the sky deck.,pool,-1
147,690514588,You are given a ticket which can used against the drink or snack bill.,food,0
148,690514588,,,0
149,690514588,It does get busy,,0
150,690514588,"but itâ€™s an incredible place to visit, the views are amazing and so are the staff.",service,1
151,690514588,,,0
152,690514588,Highly recommended for a visit.,,1
153,690514588,Itâ€™s also a perfect platform to view the light show in the gardens in the evening.,others,1
154,690514588,The hotel itself is also an amazing structure in itself.,,1
155,690514588,YouTube the Marina Bay Sands hotel build.,,0
156,690514588,Youâ€™ll understand what Iâ€™m talking about.,,0
157,690514588,Staff members are helpful even if youâ€™re not staying at the hotel.,service,1
158,690514588,Connection to the shopping mall and gardens is helpful too.,others,1
159,690511019,I had a very bad experience in this hotel.,,-1
160,690511019,It's too expensive but the rooms are dated.,room,-1
161,690511019,Housekeeping/room service boys just barge in your room without knocking and they did not even say sorry.,room,-1
162,690511019,The pool has a nice view but the water is dirty!,pool,-1
163,690511019,Not worth your money!,,-1
164,690399322,Spent my birthday here with my mum and some friends!,,1
165,690399322,What a treat!,,1
166,690399322,"We made the most of the infinity pool and all the views, and perfect location to get to the gardens, the mall and the merlion!",pool,1
167,690399322,Pricy..,,0
168,690399322,but what do you expect from such a famous hotel!,,0
169,690240546,"This is a really expensive hotel, and itâ€™s aarguable that the service matches the price, but you just cannot beat the view from the hotel room especially from the city side (I really donâ€™t think the garden side is at par), both during the day and at night.",room,0
170,690240546,"My room was huge, with two lcd tvâ€™s, and a sofa overlooking the bay view, and all the amenities that come with a five star hotel.",room,1
171,690240546,"The infinite pool is usually very crowded, but itâ€™s still really really worth it, by day and at night.",pool,1
172,690240546,I cannot recommend it enough.,,-1
173,690240546,"The only downside could be the fact that the hotel is very big, and treatment is a little impersonal.",service,-1
174,690240546,"Apart from that, if you can, stay one night at one of the highest floors, you wonâ€™t forget it.",room,1
175,690240351,Great place to visit with family members and friends ðŸ˜ Everything over there is so beautiful and it attracts me a lot during the night with all the colourful lights .,others,1
176,690240351,I feel so alive being there as thereâ€™s a positive vibe being there .,,1
177,690233233,"We stayed here on a Saturday, check in was a breeze with plenty of staff to process everyone through, one room was not ready but we arrived early, they sent me an email to confirm when the other room could be occupied.",room,-1
178,690233233,"The room was very spacious and clean, the view from the room of the city was beautiful.",room,1
179,690233233,The pool was not that busy and we had wonderful views watching the laser show and the fireworks from the pool.,pool,1
180,690233233,"It was expensive but since we were only staying for 1 night, it was worth it.",,1
181,690225496,My girlfriend and I decided to have a short stay in Singapore before heading to Malaysia.,,0
182,690225496,We made a booking in this incredible hotel because we thought it's a must to stay at least one night there and it was totally worth it.,,1
183,690225496,We had a luxury room at the 41st floor with a breathtaking view to the harbor site.,room,1
184,690225496,The hotel and rooms are very clean and provide everything necessary.,room,1
185,690225496,On the top of the hotel is the famous infinity pool with an even better view than from the room.,room,1
186,690225496,There sometimes are a lot of people but there's enough space for everyone.,,0
187,690225496,The breakfast is a huge buffet with a lot of choice and high quality products.,food,1
188,690225496,We enjoyed our stay a lot and do highly recommend it!,,1
189,690225496,People who say that staying in this hotel is to expensive literally have no idea.,,-1
190,690213836,The best part about this hotel is the pool and people watching.,pool,1
191,690213836,"The room itself left a lot to be desired, the decor felt a bit outdated, and the carpet was dirty.",room,-1
192,690213836,Room service was delicious and the view from the pool was great.,room,1
193,690213836,"The check in process was slow, disorganized, and I spent 5 hours waiting for an email to confirm my room was ready, but never received it.  ",service,1
194,690213836,"I doubt Iâ€™ll return, especially considering the cost.",,-1
195,690001162,"The hotel is OK, room size is big, room service is very expensive, swimming pool is overrated too many people and swimming pool is so long, also if you bring kids you canâ€™t really swim in whole area so the swimming pool is restricted here and there, only plus is the location, location is really nice, close to art science museum above mall and walking distance to some nicest place in singapore, but if you are after the view or the swimming pool is not really worth it, there are many hotels near by with some view with cheaper price, this hotel worth to stay one time though, but not sure if i want to come back.",room,-1
196,689992614,apart from the design and the rooftop this is just like any other 5 star hotel.,,1
197,689992614,Maybe the rooftop pool access justifies the higher price?,room,0
198,689992614,Maybe not?,,0
199,689992614,"The rooms are fine, although nothing special.",room,0
200,689992614,What I really did not like was the fact that even as guests of the hotel we had to spend a minimum of 1000 S$ in order to use the bars or restaurants on the rooftop.,food,-1
201,689992614,That's insane.,,-1
202,689972061,More than just a view and worth the price.,,1
203,689972061,Not only excellent views but great service and friendly staff.,service,1
204,689972061,Everything is modern and clean.,,1
205,689972061,Good gym with lots of space and again nice views.,others,1
206,689972061,The infinity pool is worth the extra price.,pool,1
207,689972061,Rooms are spacious and staff was courteous enough to let us in to the rooms early.,room,1
208,689928062,Definitely more like a tourist attraction more than a 5 star hotel.,,1
209,689928062,"The family room we stayed at was one of the biggest rooms I have stayed at with my family of 4 but the second bed, a fold out couch, was more like a king single bed.",room,1
210,689928062,The pool area and views are a highlight and must be experienced.,pool,1
211,689928062,Service was excellent but check in a little slow for such a big busy hotel.,service,1
212,689928062,Overall still a great stay just think it is overpriced for the rooms.,room,1
213,689924635,Worth visiting this amazing structure while in Singapore.,,1
214,689924635,Take a lift to the top and have panoramic views of Singapore from very high up.,others,0
215,689924635,Bar/restaurant at the top.,food,0
216,689924635,Infinity pool up top but only for guests staying at the hotel.,pool,1
217,689732212,The naive clearly get caught up with the marketing hype and my family was no less a culprit.,,-1
218,689732212,Rooms we had faced the Gardens by the Bay so perfectly lovely views.,room,1
219,689732212,The hotel plys the room with lots of small disposable items as usual ..shampoo soap etc but not very environmentally aware or friendly which in this age is inexcusable for such a supposedly high end 5 star hotel.,room,1
220,689732212,To get to the gym or pool we had to go down across the lobby and then back up a different elevator..not great design.,pool,-1
221,689732212,,,0
222,689732212,"All the restaurants are high end and have star chefs including Wolfgang Puck who for those not followers of that world, is a US based ""celebrity chef"".",food,0
223,689732212,Pricing is suitably high.,,0
224,689732212,"If you want somewhere different with much greater variety and authenticity, just in one of many local taxis outside",,1
225,689692119,"The pool certainly got me interested in the Hotel, but I was pleasantly surprised to find a     great Hotel as well.",pool,1
226,689692119,"Location is perfect (underground walk to subway), superb rooms, beautiful views, attentive staff.",room,1
227,689692119,,,0
228,689692119,"And yes, the infinity pool is breathtaking.",pool,1
229,689687622,My experience during my stay at the Marina Bay Sands Hotel was very disappointing!,,-1
230,689687622,I will certainly not be staying here again!,,1
231,689687622,I get it- the infinity pool is inviting for instagram photos!,pool,1
232,689687622,"However, it is ridiculously overcrowded!!",,-1
233,689687622,Certainly not value for money!,,1
234,689687622,I paid over $1000 for my room and unfortunately my experience of this supposedly five-star hotel fell very short of expected standard for quality!,room,-1
235,689687622,"Upon check-in at a non-busy period of 6am, it took staff over one whole hour due to continuous errors made on their part, overcharging my card!!",service,-1
236,689687622,"Throughout the day, service was shocking: wi-fi consistently dropped out and orders were missed!",service,-1
237,689687622,Very disappointing!,,-1
238,689577913,Absolutely out of this world absolutely incredible hotel service and food is amazing.,food,1
239,689577913,The tree show and the water show was out of this world i highly recommend..,others,0
240,689577913,the all you can eat buffet was also well worth the money 5* and more,food,1
241,689555476,I stayed at the Marina Bay Sands Hotel from 05/10-14/2019.,,0
242,689555476,,,0
243,689555476,"Upon arrival, check-in was quick and effortless.",service,1
244,689555476,,,0
245,689555476,I was warmly greeted and assigned to the 19th floor.,service,1
246,689555476,,,0
247,689555476,"My room was gorgeous, quiet, comfortable and modern.",room,1
248,689555476,,,0
249,689555476,I had a fantastic view of the harbor and city of Singapore.,,1
250,689555476,,,0
251,689555476,"This hotel, if you can afford it, is a must do experience.",,0
252,689555476,I loved it.,,1
253,689555476,,,0
254,689555476,"It has three accommodation towers supporting the roof top infinity pool (largest in the world), bars and restaurants.",pool,1
255,689555476,The view of Singapore from the pool is amazing.,pool,1
256,689555476,"  There are numerous restaurants for breakfast and the one I used was on the ground floor, buffet style",food,0
257,689555476,"and it was exceptional, but pricey - $55 per person.",,0
258,689555476,"  To sum up, staying at the Marina Bay Sands was an amazing experience.",,1
259,689555476,,,0
260,689555476,I definitely recommend it if you,,1
261,689555476,can,,0
262,689483786,good location.,,1
263,689483786,,,0
264,689483786,Clean.,,1
265,689483786,Service good.,,1
266,689483786,Spacious room.,room,0
267,689483786,You have all what you need for a room.its worth what you pay.,room,1
268,689483786,Fantastic view.,,1
269,689483786,Easy access for shopoing and MRT station.,others,1
270,689483786,Night view is spectacular .pool something,pool,0
271,689483786,you must see,,0
272,689349960,Loved every minute at Marina Bay Sands.,,1
273,689349960,Itâ€™s hard to pull yourself out of the complex with so much to do and see.,,-1
274,689349960,While expensive the views and facilities speak for themselves.,,0
275,689349960,This stay was well worth it.,,1
276,689139225,The area is where the most famous sightseeing of Singapore is allocated.,,0
277,689139225,"You can sit on the rooftop of the hotel having drinks or visiting the restaurant, spoil yourself with the luxury shopping in the mall, or sit on the bay.",,0
278,689139225,At 20:00 there is Fontaine show.,,0
279,689139225,Skyscrapers at night look so elegant.,,1
280,689139225,Really nice place to visit,,1
281,688972682,"I was hesitant about staying in such a large hotel, especially one with a casino and mall attached.",others,-1
282,688972682,,,0
283,688972682,"Opting to stay in a suite, which if you can afford it, is probably the best way to go.",,1
284,688972682,Traveled with family in June of 2019.,,0
285,688972682,,,0
286,688972682,"The staff was excellent and the I was happy that we were able to check-in inside our hotel room and the suites have their own elevator, so it cuts down on wait time and provides more privacy.",room,1
287,688972682,,,0
288,688972682,Happy to report that there was no smoke smell in the lobby which is often a problem with hotels attached to casinos.,others,1
289,688972682,,,0
290,688972682,"I never went in the casino, so I am not sure they even permit smoking in the casino.",others,0
291,688972682,,,0
292,688972682,"The property is beautiful and once you figure your way around it is convenient to the adjacent gardens, shopping arcade and food court.",food,1
293,688972682,,,0
294,688972682,The butler staff was great,service,1
295,688929819,"Too brazen, too brash, too bold.",,1
296,688929819,Excellent facilities and amenities but soulless in service and atmosphere.,service,-1
297,688929819,The infamous pool is a human aquarium entirely devoted to the selfie.,pool,1
298,688929819,To pout or not to pout ...,,0
299,688850302,This hotel love it or hate it has to be a must do experience.,,1
300,688850302,"I loved it, with its three accommodation towers supporting the roof top infinity pool, bars and restaurants.",pool,1
301,688850302,The view over Singapore from the pool is amazing.,pool,1
302,688850302,The hotel was and probably is always busy,,0
303,688850302,but at no time did I feel over run with people.,,-1
304,688850302,it seems to have the ability to gobble up people so you don't feel hassled.,,1
305,688850302,"My room with a balcony faced the bay and overlooked the Gardens by the Bay, beautiful in the daylight and spectacular by night.",room,1
306,688850302,The room was spacious with everything you could want.,room,1
307,688850302,"There are numerous restaurants for breakfast and the one I used was on the ground floor, buffet style",food,0
308,688850302,and it was exceptional.,,0
309,688850302,I dined at the Italian Restaurant on the pool deck where the service was efficient and,pool,1
310,688840938,"The hotel itself is fairly standard, nothing particularly outstanding besides the rooftop infinity pool.",pool,0
311,688840938,"From the outset, there were mixed feelings about the whole experience, the bell boys on arrival are so rushed and over worked that we had to drag our bags to to check in after 16 hours of flying and arriving into 35 degree soaring heat, the check in experience itself is hectic and feels like you are at an airport and results in reaching the counter and the usual form filling (I don't know why in this day and age we still do this, why can this not be done in advance - especially at a 'top hotel').",,1
312,688840938,"Once the room was allocated things did improve, the room was pleasant but again without being anything special it had everything you'd expect but nothing wowed.",room,-1
313,688840938,,,0
314,688840938,As mentioned in the,,0
315,688831557,expensive yes.,,1
316,688831557,life time experience,experience,0
317,688831557,YES YES YES.,,1
318,688831557,amazing place.,,1
319,688831557,we were upgraded to a suite for free.,,1
320,688831557,amazing experience.,experience,1
321,688831557,great rooms. out of this world pool.,room,1
322,688831557,this place should be on the bucket list for anyone :),,1
323,688621678,This was one of my highlights in Singapore.,,0
324,688621678,A must visit (if you are not scared of heights).,,1
325,688621678,See the city from another angle and experience the brilliance of the architecture and town planning of Singapore.,,1
326,688479738,"We stayed at both Marina Bay Sands and Fullerton Hotel on the same trip, and wish we had stayed at the Fullerton the entire time instead.",,1
327,688479738,,,0
328,688479738,The MBS is nice if you like the Vegas type of experience.,,1
329,688479738,"One night would've been enough for me, just to check it off the bucket list.",,0
330,688479738,,,0
331,688479738,"Like many other reviews said, the infinity pool was a zoo with everyone and their selfie sticks.",pool,1
332,688479738,"   If you're looking for a true ""luxury"" experience with charm and quality service, I'd recommend staying at the Fullerton Hotel.",,1
333,688479738,,,0
334,688479738,"A side note on the coffee, MBS had those instant coffee packs (see photo) and a hot pot.",room,0
335,688479738,,,0
336,688479738,"I don't need anything fancy like a Nespresso machine (which the Fullerton has), but having real coffee in the room would've been nice.",room,1
337,688307077,"Gutted about a very disappointing stay, this was our last trip to Singapore to visit my family who have lived here for 30 years.",,-1
338,688307077,We had one night off from our two year old and decided to splash out.,,0
339,688307077,A huge waste of hard earned cash.,,-1
340,688307077,,,0
341,688307077,If youâ€™d like to share a pool with a billion other selfie taking people this is your spot.,pool,0
342,688307077,Itâ€™s a failure of its own success this hotel.,,1
343,688307077,I visited when it first opened and the staff were much more interested in pleasing the guests.,service,1
344,688307077,Sadly this is no longer true.,,-1
345,688307077,Staff are just interested in ticking off the questions they have to ask and donâ€™t care at all what you are saying.,service,1
346,688307077,,,0
347,688307077,Check in is like checking into a budget airline.,service,-1
348,688307077,Rooms are hugely outdated and the general feel of the place is pretty chaotic and underwhelming for the enormous price tag.,room,-1
349,688307077,If,,0
350,688289867,We stayed at a night at Marina Bay Hotel to gain access to infinity pool because otherwise you can't reach.,pool,0
351,688289867,"It's a very nice hotel, with spacious rooms, diversified breakfast and friendly people.",room,1
352,688289867,A very good hotel,,1
353,688141978,"I stayed at the Marina Bay Sands hotel last week, and found it to be an excellent place to stay, with all the key amenities I needed for a very busy business trip.",,1
354,688141978,"Staff were always efficient, friendly and helpful and great dining facilities at the hotel.",service,1
355,688141978,Marina Bay is definitely my preferred hotel for my next trip to Singapore,,1
356,688020740,My wife and I arrived mid morning and we had purposely booked a room for the previous evening in order to enable an early check in.,room,0
357,688020740,"We were told that the room had been let go because we were deemed to be a ""no show""!",room,-1
358,688020740,"After much discussion, lasting half an hour, we were eventually allocated an upgraded room with a view of the park and harbour.",room,1
359,688020740,,,0
360,688020740,We went down to breakfast the following morning and were told that this was not included in our booking.,food,0
361,688020740,We suggested that the waitress checked this with the front desk and she apologised for the error.,service,-1
362,688020740,Poor communication.,,-1
363,688020740,The rooftop garden and infinity pool was very crowded but certainly worth a visit for the spectacular view.,pool,1
364,688020740,"The in-house restaurants were of a reasonable quality with ""Adrift"" by David Myers the definite stand-out venue.",food,1
365,687966496,We had been here to enjoy Sky bar on rooftop.,food,0
366,687966496,"Wow, that's an amazing view indeed, The miniature picture of the beautiful city that will be easily fit in your camera when standing here.",,1
367,687966496,Visiting fee for checking-in view from rooftop bar about $22/ person.,food,0
368,687966496,"Crowds of people who coming to enjoy this place, so that we would have to waiting in line to go up and get available table as well ,",,1
369,687966496,nice experience,,1
370,687966165,"My partner and I had a surprise wedding the weekedn before this trip - it was never meant to be a honeymoon, but just happened to be a t the right time.",,1
371,687966165,,,0
372,687966165,When we arrived at check-in the receptionist asked about our visit and I mentioned our wedding.,service,0
373,687966165,"She was kind enough to upgrade our room to a garden view - when I mentioned that we were travelling with friends and were hoping to have rooms nearby, she also upgraded them!",room,1
374,687966165,The location of this hotel was fantastic.,,1
375,687966165,,,0
376,687966165,Walking distance to so many attractions and restaurants.,,1
377,687966165,,,0
378,687966165,We could have easily spent longer in this complex and the attached shopping mall - but our time ran out.,others,1
379,687966165,The rooms were clean and well laid out.,room,1
380,687966165,,,0
381,687966165,We found the staff to be friendly and eager to help out.,service,1
382,687966165,,,0
383,687966165,The pool was the main draw card for us.,pool,0
384,687966165,,,0
385,687966165,We were quite,,0
386,687960543,A guy in the very busy reception greeted me and took us to the vip check in which was very good.,service,1
387,687960543,"  Room 767 next to the Expressway and unbelievably noisy, all this for over Â£400, the worse nights sleep I ever had at a ridulous price.",room,-1
388,687815814,Visited the hotel.,,0
389,687815814,Went to bar for a drink and for the view.,food,0
390,687815814,Staff at the ground entry were rude and couldnâ€™t give a toss.,service,-1
391,687815814,Stood waiting for acknowledgement but the young lass was to busy texting.,service,-1
392,687815814,Unfortunately a common occurrence now in Singapore.,,-1
393,687815814,,,0
394,687815814,Drinks ok but again service poor.,food,-1
395,687815814,,,0
396,687815814,As mentioned previously it appears now the current generation of young workers are more interested in their status than their jobs.,,0
397,687815814,,,0
398,687815814,I have been to Singapore many times so noticed a significant difference to previous visits.,,1
399,687815814,,,0
400,687779618,"After backpacking through Southeast Asia, I thought I'd indulge in a bit of luxury in the famous Marina Bay Sands.",,0
401,687779618,"Booked a Grand Club Garden view on June 22, got upgraded to an Orchard Suite!",room,1
402,687779618,"The view was amazing, the facilities are clean and stylish.",others,1
403,687779618,"Also impressed with the service, considering there's 2500+ rooms here.",service,1
404,687779618,"Shout out to the concierge, who helped fixed my SIM card problems and the amazing staff at Club55, who made me feel like a king despite my obvious hangover.",service,1
405,687779618,"You guys have made such a great impression on me, that I will be back for another stay on November 9.",,1
406,687779618,See you then!,,0
407,687751648,I have stayed in MBS two times now and it is incredible.,,0
408,687751648,The first time I stayed in a room on the 39th floor facing stunning city views.,room,1
409,687751648,"The rooms are exceptionally clean and I was very impressed by the folded towels that would resemble different animals such as Elephants, Swans and Crabs.",room,1
410,687751648,It was very creative and I appreciated the  excellent room service.,room,1
411,687751648,The views from the infinity pool are breath taking and I would encourage anyone who is planning to visit Singapore to experience viewing the city skyline from the top of this beautiful hotel.,pool,1
412,687751648,The pool is very clean and there is plenty of space to take pictures without it being overcrowded.,pool,1
413,687751648,,,0
414,687751648,"On our second visit we stayed in a room facing Gardens by the Bay, and it did not disappoint!",room,1
415,687751648,"Again, their was nothing to fault with",,1
416,687694882,Marina Bay sands is a perfect place to stay for someone who is looking forward to shop at one of the many shopping malls at Marina Bay Area in Singapore.,,1
417,687694882,( Provided you donâ€™t have access to such malls and brands where you live),,0
418,687694882,You can enjoy spectacular Views of Gardens by the Bay from a Harbour view room on higher floors.,room,1
419,687694882,(and you would pay a nice price for this :),,1
420,687694882,Now Thatâ€™s all you can expect from this property and noting else......,,0
421,687694882,I wouldnâ€™t recommend this place to someone who just wants to enjoy the infinity pool as itâ€™s always overcrowded and I felt itâ€™s simply overhyped to be honest.,pool,1
