,rev_id,sent_text,category,sentiment
3072,667587921,"Me and my husband have been to many nice places, hotels in all price categories.",,1
3073,667587921,"We wanted to start off our honeymoon with this supposedly hotel, then move on to Indonesia but unfortunately got disappointed as soon as we had checked in.",service,-1
3074,667587921,"They gave us not the bay view room we paid for, repeatedly they tried to tell us that garden view was bay view but could not respond to our question where the difference in price came to be.",service,-1
3075,667587921,"We are currently waiting at the front desk and nobody wants to help, either they say nobody is there or available at the moment.",servivce,-1
3076,667587921,"Sorry, but taking somebody’s money and not giving them what they bought and not being willing to return the money is fraud, no matter how nice you say it or how much you apologize.",service,-1
3077,667587921,"Terrible experience,",,-1
3078,667586236,This hotel has everything!!,,0
3079,667586236,The landmark of Singapore.....,,1
3080,667586236,everything is so well organized from the check in to check out....,service,1
3081,667586236,recommend club room....,,1
3082,667586236,"then you have your own VIP check in room with leather seats and drinks, and the rooms are better and you have your own free club Lounge where you can eat and drink as much as you want.....",food,1
3083,667586236,and the swimming pool at the roof is just so amazing and spectacular.....,pool,1
3084,667586236,and you have to try the restaurant and bar on the top.....soooo nice in the evening.....,food,1
3085,667586236,have fun,,1
3086,667524671,"Checking in again after 4 months , chose a garden view premier room.",room,0
3087,667524671,Got a 9th floor with great view.,room,1
3088,667524671,However need to change lift in order to get to the pool.,pool,0
3089,667524671,As Low floor does not direct access to the pool.,pool,0
3090,667524671,Compare to my previous stay at the city view room.,room,0
3091,667524671,Garden view room felt more warm due to the sun.,room,1
3092,667524671,But for smoker garden view room will be a better choice as you can smoke in the balcony.,room,1
3093,667524671,Overall experience still great.,,1
3094,667521363,"My first stay several years ago was very impressive, but nothing has changed.",,1
3095,667521363,"Our room in tower 3 was average at best, hard bed and queen size at best.",,1
3096,667521363,"The poolside, thread bare towels and way too crowded.",pool,-1
3097,667521363,Time for new experiences in Singapore.,,0
3098,667507872,The convenience and quality of the Club55 experience was worth the added cost of the Club level room.,others,1
3099,667507872,Room was very spacious and quite luxurious.,room,1
3100,667507872,Exceeded our very high expectations.,,1
3101,667507872,Definitely recommend city view.,,1
3102,667502559,"The views are fabulous, rooms are spacious, and the staff is friendly and helpful.",service,1
3103,667502559,"If you like an enormously large Las Vegas style hotel, with very high end shops and a casino, you might enjoy staying here.",others,1
3104,667502559,"However, be prepared for hordes of people (there are around 2500 rooms in three towers); and forget about actually swimming in the rooftop pool!",pool,-1
3106,667502559,"The restaurants in the hotel and the shopping complex are over-priced, so best to check out the many other choices in Singapore.",others,0
3107,667463069,This is definitely NOT the cheapest hotel I've ever stayed in,,1
3108,667463069,but it maybe the most spectacular one.,,0
3109,667463069,It towers over the bay in Singapore and looks amazing.,,1
3110,667463069,The infinity pool is without a doubt the best thing about this hotel and is worth a visit during the day and also at night.,pool,1
3111,667463069,We stayed for a week and were still finding new areas to explore.,,0
3112,667463069,There's also an MRT station (Bayfront) underneath the Marina Bay Shopping Mall which makes getting around the city really easy.,others,1
3113,667463069,Hopefully I'll be able to afford to go back someday.,,1
3114,667454166,Believe the hype.,,0
3115,667454166,Close to so many attractions and attached to the shopping mall and casino.,others,1
3116,667454166,Our room was large and comfortable with amazing views.,room,1
3117,667454166,When ordering room service breakfast please note that they give you huge portions enough for an army.,food,1
3118,667454166,The pool is worth the price and lives up to the hype.,pool,1
3119,667454166,We were lucky and got to checkin early.,service,1
3120,667454166,Our bags made it quickly to our room and checkin was a breeze.,service,1
3121,667431573,"After six and a half years, we arrived at our final night in Singapore.",,0
3122,667431573,We knew the perfect destination - Marina Bay Sands.,,1
3123,667431573,"As usual, amazing pool, amazing staff and an amazing room.",room,1
3124,667431573,Facilities were great and just overall perfect.,others,1
3125,667429585,I can't find anything wrong with my stay.,,1
3126,667429585,"The hotel was amazing, the pool was unreal and staff were on point.",service,1
3127,667429585,"The 24 gym amazing, rooftop bars and shopping.",others,1
3128,667429585,Everything you need this hotel has it.,,0
3129,667429585,My room was on the 32rd floor with city view in tower 2 and we had the best view of the city sky and light show.,room,1
3130,667400747,This is one of the most amazing places we have ever been!,,1
3131,667400747,"If you visit Singapore, it would be a mistake not to visit and definitely stay at the hotel!",,1
3132,667400747,The rooftop pool and bars are amazing!,pool,1
3133,667400747,The view is breath taking - just watch some YouTube videos.,,0
3134,667400747,I definitely recommend it!,,1
3135,667389290,We went for a tea time drink on the roof top bar and watched the amazing balmy day turn to night.,food,1
3136,667389290,Beautiful view and setting.,,1
3137,667389290,You pay an entrance fee of about S$45 however you redeem this against your drinks (if you remember... unlike us who had to get more drinks to use the voucher!),food,0
3138,667389290,View out the back of the Botanic Gardens too.,others,0
3139,667284690,... stayed in iconic Marina Bay Sands x 1 night during our 2 nights/3 days trip and WOW !,,1
3140,667284690,....the night before we bought evening Singapore tour including light/music show in Gardens by the Bay and went for a night cruise around the bay...,others,0
3141,667284690,the next day we changed the hotel for MBS (they checked us in before check in time and the room is huge )...at lunch time we took self driving shuttle (5$ ) from to MBS to Gardens by the Bay (GBB) where we spent x 4 hours ...went to Sky walk and then for 15 min.,others,1
3142,667284690,guided tour around Gardens and the rest we spent in Flower Dome and Cloud Forest...,others,0
3143,667284690,fantastic !!!,,1
3144,667284690,..at 6p.m. I headed to the world famous Infinity pool (must be a hotel guest to enter) for a swim and unforgetable sunset  over the spectacular Singapore skyline..at 8 p.m. I watched again,pool,0
3145,667284690,the,,0
3146,667172396,"Fantastic hotel, if you can, book this one for your stay in Singapore!",,1
3147,667172396,Awesome roof top breakfast at the infinity pool!,pool,1
3148,667172396,"Impressive sight, great service.",service,1
3149,667172396,Lots of things to do in walking distance; Garden by the Bay etc.,others,0
3150,667168977,Stayed here for 2 nights and were very lucky to be upgraded to a whopping suite.,service,1
3151,667168977,So huge we lost the 3 kids.,,1
3152,667168977,We felt very privileged to stay in such an enormous suite with a jaw dropping view of the bay.,room,1
3153,667168977,It was fun and reminded me of Las Vegas hotels.,,1
3154,667168977,This type of hotel would not be top of my list normally,,-1
3155,667168977,but I think it’s got to be done if like we were visiting Singapore for the first time.,,1
3156,667072945,"Although expensive, we would highly recommend that staying at MBS is worthwhile.",,1
3157,667072945,"We had two rooms for the 4 of us (children 11 and 14 years), on 35th floor, overlooking the city and Marina Bay.",room,0
3158,667072945,Huge and spacious.,,1
3159,667072945,Excellent amenities.,room,1
3160,667072945,"Stunning views, and had a beautiful view of the Spectra light show, from our rooms.",room,1
3161,667072945,"Excellent location - within easy walking distance to Marina Bay, Merlion, Gardens by the Bay, and even Chinatown.",others,1
3162,667072945,"A treat to swim in the rooftop pool (although VERY crowded and popular), and views in both directions (towards the city, and over the Gardens) were spectacular.",pool,1
3163,667072945,"The highlight of our 5 night stay was waking at 7am one morning and going for a peaceful, relatively cool walk through Gardens by the Bay and watching the sunrise.",others,1
3164,666888068,Again very beautiful at night the organization behind the show with all the light dancing in the front parade.,,1
3165,666888068,My son had only seen n heard of the Merlion on YouTube videos prior to our visit imagine his happiness when he could actually take a pic like on YouTube 😉,,1
3166,666837780,We went there for our honeymoon & stayed there at a club room.,room,0
3167,666837780,One thing that I should highlight is we could be able to Marina Bay light show very clearly from the room itself when you select a club room.,,1
3168,666837780,Foods are so delicious with the access to the club55 restaurant.,food,1
3169,666837780,Unique experience at the famous Infinity pool of Marina Bay Sands.,,0
3170,666837780,"It doesn't feel like a very high end luxury hotel comparing with its price, but its a very good unique experience.",,1
3171,666837780,Overall experience is very good.,,1
3172,666835401,First word that comes to mind?,,0
3173,666835401,WOW!,,1
3174,666835401,Marina Bay Sands is one of a kind in all aspects.,,1
3175,666835401,"Its such a unique structure in the lobby, its an instant icon.",others,1
3176,666835401,Checkin was even a great experience!,service,1
3177,666835401,Icecream upon arrival - how good is that!,food,1
3178,666835401,"I tell you now, when you first enter the room its a OMG moment, i wont ruin it for you, but its pretty spectacular.",room,1
3179,666835401,Ultimately most people stay for 1 thing - that pool.,pool,0
3180,666835401,"Yup, the skypark pool is out of this world, and above it!",pool,0
3181,666835401,Its a must do in Singapore.,,0
3182,666835401,"We splurged on poolside food and drinks for lunch and was a wonderful experience, we returned to the pool for sunset and it was a moment to savour.",food,1
3183,666835401,You HAVE to stay 1 night here in your life.,,0
3184,666835401,"The rooms are beautiful and well fitted out, luxurious.",room,1
3185,666835401,True 5 star.,,1
3186,666710167,Arriving to check in at Marina Bay Sands almost feels like an Airport....,,1
3187,666710167,it is so enormous!!,,0
3188,666710167,"Check in was smooth and quick, and our room was simply fabulous!!",room,1
3189,666710167,We had a Garden View... which allowed us to watch the nightly Light Show from our balcony!,room,0
3190,666710167,"The room was huge...very modern, spacious, clean and minimalist in decor...so restful!!",room,1
3191,666710167,"Each evening, our towels were folded into intricate animal shapes...amazing!!",service,1
3192,666710167,"We didn't book breakfast, but there are so many top end shops...cafes...street food...bistros ...that there was no need!",food,1
3193,666710167,"The complex houses 3 giant Towers, an enormous Casino, lots of shops...and even a canal and gondola to get around the site!!",others,0
3194,666710167,"The star of the show is the rooftop Pool, spanning all 3 Towers on the 57th floor!",pool,1
3195,666710167,"Watching the sun set over Singapore,",,0
3196,666661018,"I wason my own  and had a really lovely time there , the water , the sculptures .",,1
3197,666661018,great place to go for both adults and children  either during the day or at night when the lights are really spectacular .,others,1
3198,666661018,I ate really good chinese food and walked along the waterside just taking it all in ..,food,1
3199,666637440,"I attended a conference in the Marina Bay Sands complex, and stayed at the hotel for four nights.",,0
3200,666637440,"I can't fault the room, or any of the amenities – it truly is a wonder.",room,1
3202,666637440,The only problem with a hotel of this scale is that it's difficult for the service to be personal.,service,-1
3203,666637440,"The only time I had an interaction with a staff member that felt genuinely caring, it was immediately followed by him telling me his name and asking to be mentioned in a positive TripAdvisor review.",service,1
3205,666637440,"The infinity pool opens at 6am, and getting there as early as possible is well worth it.",pool,0
3206,666637440,"You get the pool almost to yourself, and watching the dawn from the roof is an experience you won't get anywhere else.",pool,1
3207,666607969,We first stayed at Marina Bay Sands not Long after it opened and to be honest although it was/is an amazing hotel the service let it down.,service,-1
3208,666607969,"Well NOT any more, we have just left after our second stay many years later and WOW !!!",,1
3209,666607969,Amazing service in every venue.,service,1
3210,666607969,The rooms are immaculate with loads of space.,room,0
3211,666607969,We were disappointed to leave today !,,-1
3212,666607969,One of the best stays in a hotel we have had !,,1
3213,666543434,Stayed in MBS for my fiance's bday a couple years back.,,0
3214,666543434,Have always wanted to come back because it is literally the best hotel for a staycation.,,1
3215,666543434,The room was spacious and had a nice city view overlooking the river.,room,1
3216,666543434,"We went to the infinity pool and a tip, it looks even prettier at night 👌 we ordered room service for breakfast the next day and was so impressed that they delivered into the room, set up table and utensils all for us!",food,1
3217,666543434,Wow! 5 stars for sure.,,1
3218,666543434,Never had a service like this before in other hotels.,service,0
3219,666506697,"although this Hotel isn't rated the best in Singapore, it is for me.",,1
3220,666506697,"I've been visiting Singapore for over 15 years on numerous occasions and in all the Hotels I've stayed in, this is by far the best.",,1
3221,666506697,You can feel the luxury and beauty of this Hotel from the first time you see it.,,1
3222,666506697,The rooms are spacious and I selected a view of Gardens on the Bay.,room,1
3223,666506697,"What a stunning view but not as stunning as the night view you get when you swim in the worlds highest infinity pool, 57 Floors up.",pool,1
3224,666506697,You have to see it to believe it.,,0
3225,666506697,I could have stayed there looking at the view all night.,,0
3226,666506697,Service is beyond reproach and it's run like a well oiled machine.,service,1
3227,666363853,There is very little you can fault.,,-1
3228,666363853,The infinity pool is a must see.,pool,1
3229,666363853,The food offering is very good.,food,1
3230,666363853,Breakfasts were excellent.,food,1
3231,666363853,And yet for me it was just slightly missing the atmosphere and service one usually expects in a 5 Star hotel.,,0
3232,666363853,Everything is huge and fantastic.,,1
3233,666363853,Personally the sheer size means the service not quite up there with say a Shangri-La or Conrad.,service,-1
3234,666363853,Worth experiencing though given possibly best location.,,1
3235,666301942,The hotel stands out.,,0
3236,666301942,We took a high floor king suite over looking the gardens and the port.,room,0
3237,666301942,"The hotel has an enormous shopping mall, a casino, a unique pool on the top roof over looking Singapore.",others,0
3238,666301942,"Perfect bed confort, spacious room.",room,1
3239,666301942,"They have one of the best light shows infront of the shopping mall, access to the gardens as well.",others,1
3240,666293313,"Despite being appropriately dressed in polo shorts long pants and shoes, and being guests in the hotel we were denied a table at the Italian restaurant.",food,-1
3241,666293313,Not acceptable way to treat hotel guests.,service,-1
3242,666293313,Hotel nice but huge and very impersonal,service,-1
3243,666243459,This isn't a infinity pool!,pool,0
3244,666243459,This is just a rooftop Jacuzzi near to the edge.,pool,0
3246,666243459,I have no problem with the room.,pool,0
3247,666243459,It's good.,,1
3248,666243459,"Besides how cheapskate they wanted to ask for charges (or deposit, I forgot) for the bar fridge.",room,-1
3249,666243459,Hello your hotel room isn't cheap okay.,,-1
3251,666243459,The worst was the rooftop Jacuzzi (that they called it infinity pool) that has crockcoach at the drain besides!,pool,-1
3252,666243459,"I complained to the staff and they replied me ""it is okay what.",service,-1
3253,666243459,"Not inside the pool"" Hello?",,0
3254,666243459,So you want me to enjoy the view of your dirty drain?,,1
3255,666243459,And from where the crockcoach came from?,,0
3256,666243459,If not from the 'pool' itself.,,0
3257,666233629,The best of Singapore MBS!,,1
3258,666233629,the pool was pack of guest!well..,,0
3259,666233629,I guess you gotta experienced the highest pool!,,0
3261,666233629,The food was lovely and walking distance to the casino and shops! not the best for shopping its a bit expensive..,food,1
3262,666233608,"Marina Sands Hotel is structurally impressive, however you are one of 1000s there.",,0
3263,666233608,The rooms are overpriced compared to other 5 star hotels around the world.,,0
3265,666233608,"Great view of the bay, lovely staff, and very good accommodation compared to other hotels in Singapore.",service,1
3266,666233608,The infinity pool is incredible but you are there with 100s of others...so not relaxing!,pool,-1
3267,666233608,Disappointing that use of pool and breakfast is not included in expensive room rates.,food,-1
3268,666233608,All that said would I stay there again...most likely!,,0
3269,666195336,One of the worlds top hotels imo.,,0
3270,666195336,"Immaculate rooms, conscientious staff who are keen to help.",service,1
3271,666195336,Just a pleasure to stay.,,1
3272,666195336,"Lots to do, the restaurants always have fresh food and the choice is amazing - American, Italian, modern Asian.",food,1
3273,666185771,"World famous hotel , unique design, next to garden by the Bay  ",,1
3274,666185771,"Many high end designer boutique and restaurant , casino at the lower level  convenient , public train MRT is next to hotel .",others,1
3275,666185771,"Good service, rooms are spacious with full toiletries.",room,1
3276,666185771,Enjoyed my stay .,,1
3277,666156679,The room was good and very comfortable and so it should be at S$615 a night!,room,1
3278,666156679,The infinity pool and views are spectacular.,pool,0
3279,666156679,We stayed three nights and were there especially to celebrate a 50th birthday - no acknowledgement nor good wishes given.,service,-1
3280,666156679,I can't help feel that it would be better to stay at another hotel across the way and be able to look at this incredible building rather than stay in it!,,0
3281,666150030,I was excited to be staying at MBS on my last visit to Singapore.,,1
3282,666150030,On arrival I was surprised at the check in queue and check in experience.,service,0
3283,666150030,"Felt like an airport terminal, no attempt is made to make you feel welcome or special.",service,-1
3284,666150030,"Then you traipse with your bags 100s of metres to your tower, get accosted by security guards making sure you’re a guest and not a tourist.",service,-1
3285,666150030,"The elevators were packed with guests going up to the rooftop pool so it takes ages, stopping at most floors in the high rise lift.",others,-1
3287,666150030,The room was pretty good and the curtains open on arrival to showcase the amazing views.,room,1
3288,666150030,"Bathroom was not 5 star, the ceiling had peeling paint and was patched.",room,-1
3290,666150030,The rooftop pool area was packed and the pool was full of guests with selfie sticks.,pool,-1
3291,666150030,Too many people in it to make it appealing,,0
3292,666079457,"wow what a place so clean lots of interesting places to see,and the lightshows at night are brilliant we loved singapore people very helpful as well ,great shopping mall with designer shops in .the only thing we couldnt understand that in such a cosmopolitan the only currency they took was singapore dollars we had euros and usa dollars and had to keep finding exchange bureaus",others,1
3293,666067140,This is the most prestigious hotel in Singapore.,,1
3294,666067140,It has the well know MBS top deck overlooking all Singapore as well as the famous seathrough borderless swimming pool on top floor which is amazing.,pool,1
3295,666067140,The hotel is full of glamorous decorations and huge vases.,,1
3296,666067140,It is connected to a casino and a luxurious shopping mall.,others,0
3297,666067140,Also connected to the famous Marina Bay Gardens,others,0
3298,666006248,"A few billion $ of construction spent on this amazing three imposing tower blocks with a magnificent view of the city skyline on one side and Gardens By The Bay on the opposite side, makes for one of the most memorable stays in Singapore.",others,1
3299,666006248,Pay a bit more and stay in the Premier rooms on the higher floors which gives you this million dollar view from your balcony.,room,1
3300,666006248,,,0
3301,666006248,An absolute must is a swim in their infinity pool overlooking the beautiful Marina Bay and Central Business District skyline.,pool,1
3302,666006248,Better to swim evening time when you see the different shades and colours of the sky.,pool,1
3303,666006248,Restaurants there are of high quality and great to celebrate a special occasion.,food,1
3304,666006248,My favourite restaurant Osteria is now gone so will need a new favourite.,food,0
3305,666006248,,,0
3306,666006248,What’s great about staying here is that the metro,others,1
3307,665977969,"The room was nice, the pool was nice, the breakfast was nice but at any given time you felt like being at Mumbai or Shanghai main train station during rush hour.",food,0
3308,665977969,My recommendation go for dinner/drink on the roof top and save your money for a less crowded 5 star hotel,food,0
3309,665957184,27 wedding anniversary special treat 4 night stay at the Marina Bay Sands.,,1
3310,665957184,"Premier room, harbour view.",room,0
3311,665957184,"Queue for check-in was ridiculous, but saved by a gentleman that ushered us to the VIP check-in area...",service,1
3312,665957184,phew as we might not have got into the room for another hour.,service,-1
3313,665957184,"It reminded me of queueing up for rides at a theme park....bit of a shame that, I feel.  ",,-1
3314,665957184,"Room was located on 43rd floor and was great to have the gardens and harbour view and, a small balcony upon which there was room to stand.",room,1
3315,665957184,"As far as the room goes and, compared to other hotels that are not nearly quite so “grand” it was okay, not “wow” or fabulous.",room,0
3316,665957184,"The bath robes were pretty ordinary, as were the bath towels; then and small.",room,-1
3317,665957184,There was tea and coffee facilities and a mini bar that charged upon removal; had those,room,0
3318,665875470,arrived at airport with a pick up at the gate and limousine Service - very nice.,others,1
3320,665875470,Check-in in suite was easy and well organised - the suite in tower 3 level 46 very nice and spacious and clean with nice views to The Gardens and the water.,room,1
3322,665875470,We had a good in-room dining the first evening due to late arrival - service was good and food was tasty.,food,1
3324,665875470,Breaksfast at RISE was from the food point of view ok - but several hundreds of guests without any athmosphere - a continual comming and going - a mass processing.,food,-1
3325,665875470,the hotel itself impressive from the architecture but at ground level busy like a Railway Station,,-1
3326,665875470,One evening we wanted to dine at LAVO on Skypark in tower1.,food,0
3327,665875470,So we took the elevator from tower3 to level 57 and wanted to walk on the rooftop from one tower to the other - from,,0
3328,665767807,We stayed here for two nights in a club king room with a city view.,room,0
3329,665767807,"We were given a room on the 39th floor, we found the room to be spacious with a comfy bed and nice bathroom.",room,1
3330,665767807,,,0
3331,665767807,"Check in was quick and easy in the Sands Lounge at Tower 1, we were even able to check in early at no extra cost, which was great after a long haul flight.",service,1
3333,665767807,We went to club 55 several times during our stay for both breakfast and drinks with canapés.,food,0
3334,665767807,"The food and drinks were very good with lots of choice, service was excellent from all servers.",food,1
3335,665767807,We found this to be worth the extra room cost.,,1
3337,665767807,"We enjoyed using the roof top pool and hot tubs three times during our stay, we were always able to get a sunbed.",pool,1
3338,665767807,Again staff here provided excellent service.,service,1
3340,665767807,"We thoroughly enjoyed our stay here, and we would stay",,1
3341,665767006,The hotel architecturally is beautiful.,,1
3342,665767006,The pool is amazing.,pool,1
3343,665767006,View of the gardens are great.,others,1
3344,665767006,If this is why you are going then you will have no issue.,,-1
3345,665767006,"First off, this is a BIG hotel with so many guest.",,0
3346,665767006,It is similar to a Vegas hotel and it has that Vegas feel (without the tackiness of course).,,0
3347,665767006,If that is not what you are looking for then this isn't the place for you.,,0
3348,665767006,"The rooms were comfortable and view was amazing, we were able to see the lights from the Gardens from our balcony",room,1
3349,665767006,The location cant be beat.,others,1
3350,665767006,You can walk directly to the Singapore Bay Gardens.,others,0
3351,665767006,I was not impressed with the design of the rooms.,room,-1
3352,665767006,They were very bland and not logical.,,0
3353,665767006,Kind of disappointing when you see how beautiful the rest of the building is.,,-1
3354,665767006,"Overall, I would recommend this hotel if you want to do",,1
3355,665767006,the,,0
3356,665763927,"The hotel is HUMONGOUS, Las Vegas style, not specially charming and yes you come here for the view.",,-1
3357,665763927,Yes the view is great.,room,1
3358,665763927,Rooms are large.,room,1
3359,665763927,But that's about it.,,0
3360,665763927,Pool is certainly spectacular but overcrowed.,pool,-1
3362,665763927,There are plenty other charming hotels in SG to discover.,,1
3363,665746288,"A must do destination,3 huge towers and then the roof top pool, wow what a place to go.",pool,1
3364,665746288,Food ok,food,0
3365,665746288,"but it is a well placed hotel by the gardens, light show with operatic music, Totally dramatic.",others,1
3366,665746288,Its simply iconic and you would not regret this hotel ever.,,1
3367,665712593,This hotel has all you ever dreamed off.,,1
3368,665712593,Ignore the angry housewives in the reviews.,,-1
3369,665712593,The staff is kind and everybody takes time for a chat.,service,1
3370,665712593,Of course they are super polite which makes you feel like a VIP :-),service,1
3371,665712593,"The hotel is an icon, the pool is amazing, the food is great.",food,1
3372,665712593,Also the jacuzzis facing the queue of mega ships at the harbour are an endless joy.,pool,1
3374,665712593,"We stayed one night, make sure to check in on time to explore everything.",service,0
3375,665712593,It was a real highlight on our 4 weeks trip through Malaysia and Singapore.,,1
3376,665663861,Booked for a family of four and was given a room with 2 single beds.,,0
3377,665663861,Way overpriced for what you get.,,0
3379,665663861,The whole place is like a human zoo.,,-1
3381,665663861,Too many people not enough staff and an American service attitude that does not work in Asia.,service,-1
3383,665663861,"There is nothing here beside the pool, it is amazing but not worth the money they charge to stay for a night.",pool,1
3385,665663861,"Save your money spend half as much on a better hotel somewhere else, and google pictures of the pool and you will have a much better stay in Singapore.",,1
3386,665663861,"You will also really enjoy Asian hospitality, not some gordy peice of Las Vegas dropped in the middle of Singapore.",,-1
3387,665662073,My check in experience was great.,service,1
3388,665662073,"Jenna,  the front desk staff was very friendly and helpful.",service,1
3389,665662073,Our room was very nice with the garden view.,room,1
3390,665662073,The infinity pool was nice with breathtaking view.,pool,1
3391,665662073,"The hotel is conveniently located across the street from the shopping mall, food court, artscience museum & the garden.",others,0
3392,665662073,The hotel is close to the airport about 20 minutes drive.,others,0
3393,665662073,I will definitely book this wonderful hotel again in the near future!,,1
3394,665628228,For spring break I went to Marina Bay Sands.,,0
3395,665628228,It was beautiful and fantastic.,,1
3396,665628228,I swam in the pool and saw a wonderful view from the pool.,pool,1
3397,665628228,Managers were so helpful and kind!,service,1
3398,665628228,The food was excellent.,food,1
3399,665628228,The rice was delicious.,food,1
3400,665628228,I had fun and amazing time.,,1
3401,665628228,Now go!,,0
3402,665628228,Have same fun at the pool and enjoy the delicious meal in Marina Bay Sands.,food,1
3403,665559532,We have been there in Singapore in February and spent a couple of days (more than 600 dollars per night) at the Marina Bay Sands.,,0
3404,665559532,A quick check-in and straight to the top.,service,1
3405,665559532,The infinity pool is truly the most spectacular in the world.,pool,1
3406,665559532,We enjoyed a lot!!!,,1
3407,665559532,The view from there is breathtaking and there are also two jacuzzi where you can relax.,pool,1
