,rev_id,sent_text,category,sentiment
5142,654621775,The buffet at RISE was amazing.,food,1
5144,654621775,The staff at this hotel were wonderful.,service,1
5146,654621775,I would definitely stay,,1
5147,654586991,Came here 2 years ago and was blown away by the view and welcoming from bar staff .we bought a bottle of fizz,food,1
5148,654586991,"and they were attentive to our needs .this year a very different story you need to aquire a $22 pass to get up their which comes off a drink ,you couldn't get near the edge to take photos as each table had a bottle of vodka on at £170 which gave you the right to stay as long as you wished .seems",food,0
5149,654586991,"this is now a place only for the rich and the staff made it clear ,very rude and not a pleasant experience .For",service,-1
5150,654586991,a lovely hotel lots of people walking around in dressing gowns (very strange) .last time for us ...,,0
5152,654508424,Feedback following a recent two night stay in a twin room in a low room on Tower 1.,room,0
5154,654508424,"The room was nice; very clean, comfortable and spacious.",room,1
5155,654508424,"However due to the large size of the hotel (which feels more like a conference center) and it’s design, our room was overlooking the reception counter / lobby area at the very front of the building and didn’t feel very private.",,0
5156,654508424,"In saying that, I was surprised that the room was quiet and we didn’t hear much noise from the lobby.",room,1
5158,654508424,"However the main reason one would stay here is for the Sky Park/infinity pool and I was overly impressed with this, and would stay again purely to access these facilities.",pool,1
5160,654508424,"Due to the size of the pool and number of restaurants, there was always sufficient space and room to sit.",food,1
5162,654507012,Recently stayed in a Club Room in the Marina Bay Sands well worth upgrading!,room,1
5163,654507012,"The Club55 breakfast, afternoon tea and evening beverages and canapés were all outstanding.  ",food,1
5164,654507012,The service in Club55 was excellent from the start of service to the end.,service,1
5166,654507012,The room was nicely appointed with fabulous view of the gardens.,room,1
5168,654507012,The infinity pool is amazing although very busy best to be up early to experience it fully.,pool,1
5169,654507012,Loved my stay at the Marina Bay Sands can’t wait to return!,,1
5170,654500254,We decided to visit the top of the Marina Bay Sands Hotel from the Hop on Hop off bus.,,0
5171,654500254,It cost 22 Singapore dollars and we got a drink in at the bar on the top of this fantastic Hotel.,food,1
5172,654500254,"It was marvelous, the views the ambience, being able to see the Infinity pool (but not go in or around it) was such a great experience.",pool,1
5173,654500254,Will never forget.,,0
5174,654418946,"The hotel is conveniently located near most of the major tourist attractions, so you don't have to travel far if you are only in the city for a couple days.",,0
5175,654418946,The rooms had very updated amenities (ie. automatic curtains) and were definitely above-average for hotel rooms.,room,1
5177,654418946,"The pool of course had the amazing infinity pool, however the rooftop lacked any seats with shade near the pool.",pool,1
5178,654418946,"It would be nice if there were some umbrella to cover some of the chairs, because being up there without any protection from the sun is a little overwhelming.",pool,-1
5179,654418946,The pool does have a blocked off section for adults-only which is nice if you are travelling without children.,pool,1
5180,654410279,I stayed here for 3 nights and probably wouldn't consider booking here again.,,0
5181,654410279,There's a bit of 'been there done that' mentality.,,0
5182,654410279,"I was intrigued by the overall hype of the hotel and thought I'd give it a shot, over my usual stays in Singapore.",,0
5183,654410279,"Beyond the actual room itself, I don't think there's anything special about the hotel.",room,0
5184,654410279,Pros:  - The room was new and clean.,room,1
5185,654410279,"I really liked how there were outlets everywhere, including USB ports.",room,1
5186,654410279,Definitely very helpful.,,0
5188,654410279,"It's convenient, plenty of public transport option -",others,1
5189,654410279,"Obviously, it's central to Gardens by the Bay, which is a huge plus.",others,1
5191,654410279,Cons (unfortunately it's a long list)  - Check-in was very slow.,service,-1
5192,654410279,"I arrived on 8:45pm on a Tuesday night, and there were only 2 people at Check-in with a line of about 10 guests.",service,0
5193,654410279,With such a big,,0
5194,654398971,Stayed here as we met relatives there for a reunion.,,0
5195,654398971,Thought we’d treat ourselves as we had heard the hype about this place.,,0
5196,654398971,This place was an absolute nightmare.,,-1
5197,654398971,Booked on their website for a family of four.,,0
5198,654398971,Arrived to find essentials 2 tiny double beds for 4 people.,room,-1
5199,654398971,"My husband spoke to reception about the fact that it was not suitable for 4 people, even though the website recommended it for 4 people.",service,0
5200,654398971,They eventually agreed to bring up a fold out bed.,service,0
5201,654398971,But it took hours and multiple requests for it to arrive.,,0
5202,654398971,The famous pool up top was absolutely freezing!,pool,-1
5203,654398971,I didn’t swim in it once!,pool,-1
5204,654398971,One is the spas was closed too.,pool,-1
5205,654398971,So the one tiny spa that was there held about 10 bodies in essentially an over sized bath tub.,,0
5206,654398971,It was so gross.,,0
5207,654398971,There was nothing to do here for families.,,-1
5210,654398626,Provided we got the cheapest room at only $500 a night...,,0
5211,654398626,"it was just your run of the mill standard, nice motel room.",room,0
5212,654398626,Our balcony was genuinely about 20cms wide but was still nice to have a breeze.,room,1
5213,654398626,But let’s get to the reason we chose to stay here...THAT pool.,,0
5214,654398626,Honestly it is amazing.,,0
5215,654398626,We visited the pool directly after check in (which is supposed to be 3pm,service,0
5216,654398626,"but they told us our room was ready at 2pm which was great!), again that night quite late (it shuts at 11pm), and then in the morning around 7am (it opens at 6am but is still dark then).",,0
5217,654398626,The best time was the early morning.,,0
5218,654398626,Less crowded and an all round nicer experience.,,0
5219,654398626,"Don’t get me wrong, STILL quite crowded but nothing on the afternoon and evening.",,0
5220,654398626,There are photographers in the pool too who will clear a shot for you which is,pool,0
5221,654381990,"The Skypark and swimming pool and hot jacuzzi pools with a great view, wow!",pool,1
5222,654381990,The view from the rooms wow!,room,1
5223,654381990,If you get one that faces a view.,,0
5224,654381990,We had one that faces the marina and watched the light show from there.,other,0
5225,654381990,"The 5 to 7pm free cocktail is great, do not miss it.",food,1
5226,654381990,Free Teatime 2 to 4 pm is ok.,food,0
5227,654381990,Breakfast is ok.,food,0
5228,654381990,If you drive in valet parking is cheaper and more convenient.,others,0
5229,654381990,"Worth at least 1 visit for us locals but very crowded, should do weekdays instead of weekends.",,0
5230,654381990,Obviously doing very well.,,0
5231,654366568,"This hotel, it’s enormous.",,0
5232,654366568,I thought seeing as I was only in Singapore for a short time I would splurge.,,0
5233,654366568,"For once in a lifetime, totally worth it.",,0
5234,654366568,"I had a beautiful view of the harbour and gardens, absolutely breathtaking.",room,1
5235,654366568,"The infinity pool gets quite busy, if you go first thing at 6am definitely less so.",pool,0
5236,654366568,It’s right in the middle of many Singapore attractions so on a short stay it’s brilliant.,,1
5237,654366568,"Expensive and busy, but this place is worth the hype.",,0
5238,654345413,"Well, I saw pics..thought, yeah right.",,0
5239,654345413,This was more than,,0
5240,654345413,"yeah right, fantastic hotel, stunning city, lovely people..",,1
5241,654345413,and I don’t like cities or people!,,0
5242,654345413,You have to visit/stay here...add to your bucket list ..,,0
5245,654332929,What a great hotel!,,1
5246,654332929,"Friendly staff, quick check in and check out procedure.",service,1
5247,654332929,They even upgraded us to a better room.,service,1
5248,654332929,Highly recommend this hotel (even if it's just for use of the best swimming pool),,1
5249,654332929,The only downside was you need your room key to access the pool toilets which was a bit annoying.,pool,-1
5250,654220218,We stayed here for a few days stop-over on route to Australia.,,0
5251,654220218,"Good location, big resort style hotel.",,0
5252,654220218,Check in was extremely slow and cumbersome.,service,-1
5253,654220218,It is a very busy place and a tourist attraction in itself.,,0
5254,654220218,This doesn’t always help the ambience.,,-1
5255,654220218,The oool deck is the taking point.,pool,0
5256,654220218,"Again, very busy, but people come and go",,0
5257,654220218,"and so we were able to find beds, but not instantly.",,0
5258,654220218,"Food provision, very good.",food,1
5259,654220218,Had an issue over a breakfast charge but it was resolved but not easily.,food,-1
5260,654220218,I did have to raise a complaint.,,-1
5261,654220218,"Overall, we are glad we stayed.",,1
5262,654220218,It was enjoyable.,,1
5263,654220218,It is difficult for these type of hotels to be truly a “luxury” experience when they are so big and busy.,,-1
5264,654220218,I think check in and check out could be made more efficient and management more visible.,service,1
5265,654219599,Amazing amazing amazing!,,1
5266,654219599,the view just amazing.,,1
5267,654219599,"Stayed at a room facing garden view, it was totally worth it.",room,1
5268,654219599,You get a big balcony overlooking the gardens by the bay which lit up at night.,others,1
5269,654219599,"The trip was a surprise birthday present from my partner, surprise cake were arranged after we had our dinner.",food,1
5270,654219599,"the lobby is expansive with lots of good dining and small shops, the infinity pool is absolutely amazing and more dining on roof area.",pool,1
5271,654219599,Staying in MBS gives loads of perks access to the mall and dining.,,1
5272,654219599,Reception staffs are friendly they knew we were looking exhausted gave out complimentary water while checking us in.,service,1
5273,654219599,Process were very quick.,,0
5275,654219599,Definitely a place to stay to relax and away from the Orchard Road hustle and bustle.,,1
5276,654219599,"Cleanliness is also awesome, the girl who responsible",room,1
5277,654216141,Marina Bay Sands is probably what makes singapore super famous.,,1
5278,654216141,"However, the hotel rooms are small and very expensive.",room,-1
5279,654216141,People go there definitely just want to snap photos at the infinity pool.,pool,0
5280,654216141,"However, its not worth it.",,0
5281,654216141,You can find a better priced hotels near orchard road with decent stay.,,0
5282,654151329,I totally get the appeal of this hotel.,,0
5283,654151329,The pool on the rooftop is second to none.,pool,1
5284,654151329,It is incredible to spend time up there and enjoy the views of the city while in the infinity pool.,pool,1
5285,654151329,However this is not an inexpensive hotel and given the rates one must pay and expect significantly better rooms.,,0
5286,654151329,Wallpaper is coming off in the bathroom there are stains on the wall and I got to bed only to find my comforter full of stains.,room,-1
5287,654151329,Of course the issue with the comforter was resolved but it’s hard to understand how the issue was missed.,,-1
5289,654124118,Marina Bay Sands is so iconic!,,0
5290,654124118,It has the perfect location and the most fabulous views.,others,1
5291,654124118,The rooms are well appointed.,room,1
5292,654124118,We had a balcony overlooking the Gardens by the Bay.,room,0
5293,654124118,"The Gardens side is lower price than the city side, but I think the day and night views of the Gardens are so great I'd pay more to stay there.",others,1
5294,654124118,The infinity edge pool on the top of the hotel is AMAZING.,pool,1
5295,654124118,We went early in the morning and it wasn't too crowded or too hot.,,0
5296,654124118,"Be sure to get pictures of the pool, over the edge, and the city views.",pool,1
5297,654124118,The hotel is very large and I had recently had knee surgery so it was hard to get around.,,0
5298,654124118,They offered a free wheelchair which was very helpful.,,1
5299,654124118,The lobby restaurants and room service were both excellent.,service,1
5300,654124118,"The Casino is attached to the hotel, but it is a walk.",others,0
5301,654124118,There is also,,0
5302,653971343,The wow factor starts as you arrive and look up at the 3 towers.,,1
5303,653971343,Superb views looking over the gardens or the bay.,others,1
5304,653971343,The pool and the bars/restaurants have superb views.staff are really polite and helpful and can’t do enough to help.,service,1
5305,653926600,"Read all the reviews and would agree this is a must stay once in your lifetime hotel, and we have taken advice from reading Trip Advisor contributions and are stating 2 nights and 3 days.",,1
5306,653926600,"2500 rooms is 5000 guests, so don’t come here and expect it to be cosy, come with open eyes and an open mind.",,0
5307,653926600,"We arrived early, room wasn’t ready but was given access to the Skypark, infinity pool and club 55.",others,1
5308,653926600,Fantastic customer support.,service,1
5309,653926600,"Emailed when the room was ready, wife stayed in Club 55 I got the keys, shown a Sands Club line, given a bottle of water as I waited.",service,1
5310,653926600,"Thank you, fantastic customer support.",service,1
5311,653926600,"Our room is fantastic, an Orchid Suite and the view over Marina Bay.",room,1
5312,653926600,A must see in your lifetime,,0
5313,653917304,We came here the last night of our Singapore trip to try the pool.,pool,0
5314,653917304,"The lobby is immense I felt somwhow lost in it, The check in went well, but I always had the feeling waiting for ages for the elevators.",others,0
5315,653917304,My mum mentioned it is like a big train station and she was right.,,0
5316,653917304,"The service was efficient but faceless,",service,0
5317,653917304,"In the lobby area there was no place to sit down and relax, which I found it strange and odd.",,-1
5319,653917304,"The place is crowded, we went to have breakfast at 6:30  but here were already so many people there, I could not believe it.",food,0
5320,653917304,The pool has amazing views but it was crowded as well in the afternoon we could hardly find free sunbeds.,pool,0
5321,653917304,"The waters is cold, and if you go to the jacuzzi it is way too hot and I am convinced they do it on pourpse!!",pool,-1
5322,653917304,Our room was okay with a nice view on the,room,1
5323,653845157,"To go up to the top we took advantage of the Ce La Vi bar, were it costs 22SGD to enter the bar.",food,0
5324,653845157,It has fantastic views on which your entry goes towards a free drink plus the tax.,food,1
5325,653845157,"To go up to the observation deck it’s the same price, which is only a few steps down from the bar.",others,0
5326,653845157,No brainer really to go to the bar and get your drink that’s included in your ticket price.,food,0
5327,653836517,Hotel is beautiful and clean.,,1
5328,653836517,The infinity pool is the best thing about the hotel.,pool,1
5329,653836517,Once you check out you cannot go to the swimming pool area which seems crazy as check out is early (11am).,service,-1
5330,653836517,Our flight was not until much later that night so we had to go to the shopping center across the road for the day.,others,0
5331,653836517,Paid $25 for a cocktail that came half full.,food,-1
5332,653830174,We stayed for one night in order to experience the infinity pool.,pool,0
5333,653830174,The whole experience was unenjoyable.,,-1
5334,653830174,The hotel is badly designed.,,-1
5335,653830174,"Too big, lacks personality, no personal service at all.",service,-1
5336,653830174,You are just another number being shipped in and out of this vast cavern.,,0
5337,653830174,Infinity pool has a good view but that is it.,pool,1
5338,653830174,"Overcrowded, no beds available.",,-1
5341,653830174,Everyone is stressed out !,,-1
5342,653830174,There are sporadic nice staff that are friendly but they seem to be beaten down by the atmosphere.,service,-1
5343,653830174,A lot of miserable security staff.,service,-1
5344,653830174,Wouldn’t return if someone paid me.,,-1
5346,653824984,this hotel goes above and beyond to make you feel like complete royalty!,service,1
5347,653824984,the pool us out of this world!,pool,1
5348,653824984,"its a little chilly up there so bring your robe, but the water is  perfect!",pool,1
5349,653824984,we also had breakfast on the 57th floor in the morning and it was wonderful!,food,1
5350,653824984,definitely worth it.,,0
5351,653824984,i highly recommend this hotel,,1
5352,653688809,"A fabulous hotel, albeit massive!",,1
5353,653688809,Went to the Cest la Vie restaurant to watch the Chinese New Year light show and fireworks.,,0
5354,653688809,Register for Sands membership (free) for free entry .,others,1
5355,653688809,Entrance through the hotel for Gardens by the Bay,,0
5356,653666303,We arrived from the airport and had to join a long queue for check in.,service,-1
5358,653666303,To fair the queue went down quite quickly but not really what you expect for that money.,service,-1
5360,653666303,We were allocated a room in Tower 3 and we requested a bay view and a high floor and that is what we got.,room,0
5362,653666303,We were early for check in but the check in clerk advised us 'we looked tired' so we could have our room early....,service,0
5363,653666303,not sure if I was instuled or pleased to get our room early.,service,1
5364,653666303,Room was lovely but nothing special but great views and really good a night when everything start to get lit up.,room,1
5365,653666303,We were there in chinese new year....bad mistake so the pool was just overrun by people.,,-1
5367,653666303,We had a dip in it but to be honest the pool was quite cold.,pool,-1
5368,653666303,The lifeguards are excellent and quite quickly blow the whistle at idiots,pool,1
5370,653616761,"A wonderfully iconic hotel with over 2,500 rooms, which shows when you try to move around.",,1
5371,653616761," Fantastic staff who do a wonderful job - the room service and concierge service was excellent but for that price, I want impeccable in everything.  ",service,1
5372,653616761,"Unfortunately, it was Chinese New Year when we were there, so the 57th floor rooftop swimming pool was almost standing room only; but now been there, done that, got the photo.",pool,0
5374,653616761,"Prices are room only and we found it cheaper and less stressful to have room service breakfast, which was excellent and delivered bang on time - TIP - choose a city view room as breakfast by a picture window on the 40th floor was stunning.  ",room,1
5375,653616761,Easy walking around the harbour and also the magnificent Gardens by the Bay.,others,1
5376,653600900,Room was clean and spacious.,room,1
5377,653600900,We got the garden view which was lovely and very beautiful at night.,room,1
5378,653600900,Staffs are very friendly and helpful.,service,1
5380,653600900,"However, we had a terrible time during check-in (13 Feb 2019).",,-1
5381,653600900,We arrived at 1.30pm and was hoping that we can check-in earlier.,service,0
5382,653600900,"But when we saw the queue at least 30 people in front of us, we asked one of the staff which he suggested us to come back later in the afternoon as their system was  down.",service,0
5383,653600900,At 2.50pm we came back and saw the queue at the Tower 1 was ridiculously long until it reached the entrance door!,,-1
5384,653600900,So we had to go to the Tower 3 and it was more than an hour wait till we get to the check-in counter.,,-1
5385,653600900,We got to the check-in counter at 4.10pm and finally entered our room at 4.20pm and the luggage arrived 30 minutes after.,room,0
5387,653597496,The room crew was very rude to ignore our requests.,room,-1
5388,653597496,My daughter wanted to have extra pillow but was denied and the crew banged the door after room service.,room,-1
5389,653597496,Was expecting better treatment as the payment charged is not a joke at all.,room,-1
5390,653443015,This was a very plush hotel.,,0
5391,653443015,The infinity pool is jaw dropping.,pool,1
5392,653443015,A short walk from the marina with amazing views and restaurants.,others,1
5393,653443015,I am vegan and found it a little difficult in the hotel but a short walk round the corner found a Gordon Ramsay with a full vegan menu option.,food,1
5394,653443015,There is a mall on the ground full of beautiful shops and cafés.,others,1
5395,653443015,The bars are fairly expensive but I suppose you expect this in a luxury venue.,food,0
5396,653443015,"The room we had was garden view and man, what a garden.",room,1
5397,653443015,The botanical gardens are right outside and at night looked magical.,others,1
5398,653443015,"Thoroughly recommend this hotel, you must get in that pool, cold as it is.",pool,1
5399,653443015,The photographers are there on call but there are beds around the pool you can rest your phone/camera on.,pool,0
5400,653443015,"Towels are handed out and cocktails are available, as are nibbles.",food,0
5401,653414779,We booked and stayed at a Club King room for 3 nights (as suggested by many on Trip Advisor) - this turned out to be a great decision.,room,1
5402,653414779,The room is spacious and can easily fit 4 of us (2 adults and 2 children).,room,1
5403,653414779,"We also had access to the Club55 for breakfast, while there were usually queues at other restaurants.",food,0
5405,653414779,The view from the room was just simply breathtaking.,room,1
5406,653414779,The indefinite pool at the top is great but always full - it is difficult to even take a photo without others in it...,pool,-1
5407,653414779,No kids club nor any kids playing facilities in the hotel - which was disappointing.,others,-1
5408,653325292,We had a 2 night stay at the Sands prior to our 12 day cruise to Tokyo.,,0
5410,653325292,The hotel was very nice food at Spago's was exceptional.,food,1
5411,653325292,"However, it was very crowded and more like a Vegas experience.",,0
5413,653325292,"Which is not bad, just not the place to go for a relaxing quiet stay.",,0
5414,653325292," Rooms were very nice, staff generally friendly.",service,1
5416,653325292,Long lines for most things like breakfast and the roof top pool area.,pool,0
5418,653325292,Overall worth a visit once I think.,,0
5419,653255281,"As we all know about Singapore, this building is just a result of what Singapore is all about.",,0
5421,653255281,I will certainly will be back and this time I will make sure I will have a chance to swim in their infinity pools,pool,0
5422,653245858,While all 5-Star hotels in Asia offer pretty much the same amenities and level of service it’s still worth the experience of staying at Marina Bay sands.,service,1
5424,653245858,The hotel itself is a tourist attraction with as many shops and restaurants as you can imagine.,food,1
5426,653245858,"The views are stunning from everywhere, we stayed in a garden view suite which had a lovely patio where we could enjoy morning breakfast overlooking the Gardens by the bay.",room,1
5428,653245858,The pool is crowded but still worth it to get the perfect picture of you at the infinity pool!,pool,1
5430,653129043,"Stayed in a standard  double room, which I was suprised the rooms are very big.",room,1
5431,653129043,Bathroom come with a deep bathtub and a large shower.,room,0
5432,653129043,The rooms are presented very well.,room,1
5433,653129043,View to marina bay was unreal!,others,1
5434,653129043,"Gym facilities are below average considering this is meant to be a five star hotel, they need more weights equipment.",others,-1
5435,653129043,The pool area on the 15th floor is very busy but the view is breathtaking.,pool,1
5436,653129043,Don’t bother swimming because everyone is here for a selfie.,pool,0
5437,653129043,"The pool is not deep, so you can swim around with your camera.",pool,0
5438,653129043,This hotel is very busy,,0
