sent_id,rev_id,sent_text,category,sentiment
36,689446360,We feel exclusive dining in Town Restaurant.,food,1
37,689442994,Went with friends for the Sunday night buffet.,food,1
38,689442994,"Great selection of Thai, Japanese and other food.",food,1
39,689442994,Excellent quality and very friendly staff.,service,1
40,689442994,Thx Steve and team for the kind birthday cake and photo!,,1
41,689442994,Definitely coming and with current promotion outstanding value!!,,1
42,689442968,"Great service, very wide variety of food, with fresh seafood and many options even for our vegetarian members!",food,1
43,689442968,Staff were very attentive and made a great effort to ensure my grandma’s birthday would be one to remember.,service,1
44,689442968,"Special thanks also to Chloe, KC, Pat, JH, Steve, Sally, Belle and Zoey!",,1
45,689438937,Cooked selection was extensive and delicious.,food,1
46,689438937,The thai dishes were very authentic and could be part of a permanent menu.,,0
47,689438937,"Steve and his team (Chloe,KC, Pat,J4,Zoey,Belle,Sally)  was friendly and made the entire experience a pleasant one.",service,1
50,689389257,"Aldin, Sherlyn, Esther, Albert & Lailikumar did a splendid job with assisting us during the meal and giving us a delightful experience the whole time we were there.",service,1
51,689389257,They were always smiling and extremely friendly.,service,1
52,689389257,Thank you for a lovely time.,,1
53,689389257,"Jack, Daniel, Wayne, Hafiz, Ravi & Sugu were incredibly helpful with our shopping bags and with our questions on the museums.",service,1
54,689385935,"Gorgeous afternoon tea, and very attentive service!",service,1
55,689385935,Would recommend The Fullerton for anyone looking for a stunning hotel stay in Singapore!,,1
56,689385935,Thanks Camilla and Lalikumar for your attention to detail!,service,1
57,689385935,Will definitely return.,,1
58,689384882,"afternoon tea was great, delectable selection of savoury and sweet food items with a wide variety of tea and coffee.",food,1
59,689384882,All servings food and drinks were unlimited.,food,0
60,689384882,"Very pleasant ambience and atmosphere, and Lalikumar and Camilla were really friendly as well.",service,1
61,689381160,"Lailikumar, Jennie & Albert did an outstanding job at providing implacable service.",service,1
62,689381160,It made my friend's birthday celebration extra special and very personalised.,,1
63,689381160,Will definitely tell friends about the Fullerton service,service,1
64,689363934,The rooms and all amenities in the rooms are excellently efficient.,room,1
65,689363934,The hotel facilities are great.,others,1
66,689363934,We love theview from the pool.,pool,1
67,689363934,The staff are friendly and helpful.,service,1
68,689363934,"The hotel is surrounded by restaurants, attractions, shops, banks, etc.",food,1
69,689363934,All is in a walking distance (5-15 minutes walk).,,0
70,689218090,The chocolate buffet was delicious and the service was excellent.,food,1
71,689218090,"The staff Lalikumar, Albert, and Jennie were very friendly and attentive to our needs.",service,1
72,689218090,There was a wide variety of chocolate desserts to choose from.,food,0
73,689218090,Worth while if you have spare cash.,,1
74,689217675,The chocolate buffet was awesome!,food,1
75,689217675,A must try is the Hot Chocolate Green Tea!,food,0
76,689217675,The ambience and location was excellent.,,1
77,689217675,"Worth the price for the exquisite chocolates~ Special thanks to Lalikumar, Albert and Jennie for the excellent service.",service,1
78,689214300,We had a birthday celebration at Town restaurant and it was wonderful.,food,1
79,689214300,The spread was great and of quality.,,1
80,689214300,"Many thanks to the team (Pat, Lucia, JH, Belle, Chloe, Vivian and Steve) for the excellent and attentive service!",service,1
81,689214043,We were so delighted to have the most pleasant dining experience at Jade restaurant Fullerton Hotel.,food,1
82,689214043,"We reserve a table for 2 specifying for birthday celebration, requesting to try their new menu ""Taste The Future"" (vegetarian course meal featuring Omnipork).",food,0
83,689214043,The receptionist & waiters/waitresses welcome us with warm greetings despite being 45mins late.,service,1
84,689214043,"They are flexible with menu selection despite the fact that menu stated to have a Minimum of 2 person ordering the normal cuisine $68 course meal, they allow us to order that course meal for ONLY ONE person, and i ordered another vegetarian cuisine course meal cost $68.",food,1
85,689214043,The food tasted good & all were beautifully presented.,food,1
86,689214043,We were served by a very committed team of staffs who provided superb services to us.,service,1
87,689214043,Yvonne has been,,0
88,689213458,Amazing dessert buffet with the most amazing plated dessert.,food,1
89,689213458,Every dish is an experience.,food,0
90,689213458,"Lalikumar, Albert and Jennei were attentive to our every need and were great company throughout our evening.",service,1
92,689213452,"Food was well crafted, rich in taste and exquisite.",food,1
93,689213452,"My sister and I enjoyed wonderful service by Lalkumar, Albert and Jennie who were all extremely attentive, courteous and friendly.",service,1
94,689213452,"The staff were thoughtful enough to proffer a cake and a printed photo in commemoration of my birthday, and I deeply appreciate the kind thought.",service,1
95,689213452,I look forward to my next visit here.,,0
96,689212635,"Had a great birthday buffet here thanks to Lalikumar, Albert and Jennie.",food,1
97,689212635,They were so lovely and attentive and made the experience really stand out.,service,1
98,689212635,I have been to many buffets and birthday dinners but,food,0
99,689212635,this one is the most special and it's all because of the exceptional service.,service,1
100,689212635,"Special thanks to Lalikumar, who dropped by to make sure everything was going well and made us feel completely at home with his friendliness.",service,1
101,689212635,I'll definitely visit again.,,1
102,689212534,Really really good service!,service,1
103,689212534,"I celebrated my friend's birthday here, and the staff were attentive and friendly.",service,1
104,689212534,"Lalikumar in particular was very caring, often checking up on us while we were dining.",service,1
105,689212534,"The food was very good too, although the savoury food could use a bit of improvement.",food,1
106,689212534,"However, the desserts were excellent, and that is the most important part imo.",food,1
107,689212534,tldr: I definitely recommend this buffet!,food,1
108,689210689,The buffet dinner was amazing!,food,1
109,689210689,"i would recommend trying the local delicacies such as the char siew, roasted pork, roasted chicken, etc.",food,1
110,689210689,they are well-known signature dishes of the fullerton hotel :)   service was excellent too!,service,1
111,689210689,"Steve and his team ( sally , Lucia, Chloe,Jia Hui) the were very friendly, constantly smiling, and take care of us so well, making the experience much more enjoyable.",service,1
112,689204128,A must do in Singapore !!!!,,0
113,689204128,Went for a birthday dinner and it was amazing.,food,1
114,689204128,"The staff were lovely and a big thank you to Irman, Laii Kumar, Albert and Jenny for their wonderful service.",service,1
116,689204128,Highly recommend the risotto balls,food,1
117,689197377,"Amazing service, great quality, fast replenishment.",service,1
118,689197377,Me and my family adore it and would love to visit again My family and i would love to thank - Irman - Lalikumar - Albert - Jenny Thank you for serving us so well!,service,1
119,689196052,Amazing chocolate buffet for my 21st birthday!,food,1
120,689196052,Had a very nice time with my family and would definitely come again.,,1
121,689196052,A large variety of food and the staff took wonderful care of us.,food,1
122,689196052,"  Served by Lali Kumar, Irman and Albert :-)",service,1
123,689158704,The afternoon high tea is the one of the best and natural choice when deciding a venue to celebrate my ex-colleague birthday cum retirement.,food,1
124,689158704,"There was an added  segment of live music performed by a gorgeous lady playing the harp, which enhanced the ambience of the high tea experience.",food,1
126,689158704,"Great service from the team of Sherlyn, Jilian, Leilani’s and Albert for making this occasion memorable for my ex-colleague with a birthday cake and photo for each of us enclosed in a postcard.",service,1
128,689158704,"Overall, we enjoyed the afternoon.",,1
129,689158704,It would be nice if the high tea on weekday can be scheduled from 2 to 5pm instead of 3 to 6pm to avoid the after work heavy traffic.,food,1
130,689137254,Had a wonderful afternoon tea moment.,food,1
131,689137254,A good varieties of savoury and sweets.,food,1
132,689137254,A huge selection of cold/hot beverages.,,1
133,689137254,Really love their Fullerton house blend coffee and peach iced tea.,food,1
134,689137254,Service was excellent.,service,1
135,689137254,"Very pleased to be served by cheerful and attentive Camilla, Lalikumar & Esther.",service,1
136,689137254,They even gave my friend a surprised b'day cake and sang a happy b'day song plus a photo for keepsake.,,1
137,689137254,Strongly recommend anyone to come here to experience it for yourself.,,1
138,689129366,"It was an ordinary visit, but",,0
139,689129366,the service was prompt and excellent!,service,1
140,689129366,"Thank you Camilla, Lali Kunat and Alson for your friendly service and Esther for bringing our drinks!",service,1
141,689129366,The Ondeh Ondeh macron was sweet but,food,1
143,689129366,"overindulgent, while the fruit cakes and most of the savory treats were exquisite!",food,0
144,689129366,A wide array of teas and coffee and available for your selection.,food,1
145,689124862,"Very nice ambiance, nice food and very good tea..",food,1
146,689124862,The selection of food is not bad.,food,1
148,689124862,"The staff are friendly are very helpful!, especially Esther and Lalikumar.",service,1
149,689124862,Will come back again if given another chance,,1
150,688954578,Perfect place and perfect view of Marina Bay Sands.,,1
151,688954578,Two times lightshow every weekdays.,others,0
152,688954578,Raffy and Giri are very helpful.,service,1
153,688954578,Fantastic service of Raffy.,service,1
154,688954578,Makes feel us very memorable experience in Singapore.,,0
155,688954578,Probably will come back again to this place.,,0
156,688944944,Great food and great service!,service,1
157,688944944,Favourite Chinese restaurant!,food,0
160,688944944,I often dine here for corporate lunches and dinners.,food,0
161,688944944,"Staff are always courteous, prompt, efficient and professional.",service,1
162,688944944,Awesome dining experience.,,1
163,688899435,Was led to our table by Dinara whom explained to us the happy hour deals.,,1
164,688899435,We chose beers to start with and served by Indran and Josephine.,,0
165,688899435,They were always so smiley.,,1
166,688899435,Service was tip top by all the service staffs.,service,1
167,688899435,"Manager Irman came over and talked to us, explaining the history of Postbar and the hotel.",,0
168,688899435,Cocktails made by Aron was great.,food,1
169,688899435,Stella always served with her beautiful smile.,,1
170,688899435,Overall experience was good and will not hesitate to recommend to friends.,,1
171,688874625,Had a lovely afternoon tea here with free flow dessert and tea.,food,1
172,688874625,Our waiter Lalikumar is very friendly and offered exceptional service.,service,1
173,688874625,Good live music too which makes it a heightened experience.,others,1
175,688874506,One of the most enjoyable high tea experience in Singapore!,food,1
176,688874506,The snacks are a must-try!,food,0
177,688874506,One of the best savory is crispy cup with chicken!,food,1
178,688874506,Talk to Lalikumar,,0
179,688874506,and he will give you the best customer experience :),,1
180,688866134,"Enjoyed a lovely afternoon of good music, ambience and great service!",service,1
181,688866134,"Cosy atmosphere for a birthday celebration (Glad we made the choice!) and felt truly at home with the great service by the team - Josephine, Lalikumar, Albert and Lailaine.",service,1
182,688866134,Will be back for more goodness!,,1
183,688862786,"We had a fabulous afternoon tea with superb fi9d & service fr Josephine , Lali Kumar & Albert!",service,1
184,688862786,The Harpist was a highlight!,others,1
185,688862786,"Plenty of food & drinks and ambience was pleasant in a wonderful setting - great value,  time well spent!",food,1
186,688860957,Incredible views towards Marina Bay Sands and wonderful service (particularly from Giri).,service,1
187,688860957,"A bit pricey, but",,0
188,688860957,worth it given the location.,,1
189,688860957,"Definitely worth a visit for a special occasion (a birthday, in my case).",,1
191,688838671,We truly enjoyed our stay at the hotel.,,1
192,688838671,Staff were all very friendly and welcoming.,service,1
193,688838671,We stayed at the Esplanade room for 4 nights.,room,0
194,688838671,"The room was elegant, bright and spacious.",room,1
195,688838671,Plenty to accommodate 4 of us.,,0
196,688838671,Straits Clb was amazing.,,1
198,688838671,"We were welcomed by Siti at check-in and our girls went to the room with hands full of puzzles, colouring books and pens and ice cream passes so that they can enjoy an ice cream everyday during their stay.",service,1
199,688838671,What else can one ask to cheer up kids?,,1
200,688838671,"And Paolo had gone out of his way to look after us, especially our two girls.",service,0
201,688838671,We could not have thanked him enough.,,1
203,688838671,The housekeeping team had been more than amazing.,service,1
204,688838671,Our room was made to perfection.,room,1
205,688838671,There were pleasant surprises for our kids almost everyday when the housekeepers made up our,,1
206,688824485,We recently held a meeting event and hosted some overseas guests in Fullerton Hotel.,,0
207,688824485,"The service for both event and room accommodation was excellent, from booking the venue to menu selection to guest stays, it has been very well taken care of!",service,1
208,688824485,Mr Boon from front office was very warm but,,1
209,688824485,"not intrusive, and was very helpful to us (as an event organiser) to take good care of our guests.",service,1
210,688824485,"If you want to hold events and guests, look no further, Fullerton Hotel is your best choice!",,1
211,688756083,"Check in experience was good, fast and efficient however we had some issues with the first room but",service,1
212,688756083,the manager Kate Reyes came to see us and change our room to more comfortable and a beautiful river view.,room,1
213,688756083,She pay attention to our concern and ensure that we will enjoy our stay which we did.,,1
214,688756083,She really know how to make sure the guests are happy.,,1
215,688756083,The room is clean and well maintained.,room,1
216,688756083,Same goes to their facilities.,others,0
217,688756083,We love the pool and the uncle that serve drinks.,pool,1
218,688756083,All the staffs here work with pride and deliver service with a heart.,service,1
219,688756083,Fullerton Hotel indeed a five star hotel.,,0
220,688756083,We will highly recommend to all my friends.,,1
221,688756083,Thank you it was a great and lovely stay.,,1
222,688692162,It was a busy night but,,0
223,688692162,the staff in Lighthouse were very attentive.,service,0
225,688692162,"Namely, Raffy, Giri, Ian, Rey Zaldivar.",,0
226,688692162,They had that spectacular service.,service,0
227,688692162,The lighthouse Rooftop Bar was has that tantalizing view of Marina Bay.,other,0
228,688692162,During weekdays 2 times lightshow at 8pm and 9pm.,,0
229,688692162,Probably will come back again.,,0
230,688692162,Thanks once again for the good service.,service,1
231,688647526,Without doubt one of the most wonderful experiences I’ve had at a hotel.,,1
232,688647526,It is hard to describe how special this place is from its old world charm through to the incredible sweeping view of Singapore from the roof top bar.,food,1
233,688647526,Take advantage of being able to use the pool at Fullerton by the Bay which has extraordinary views.,pool,1
234,688647526,"The staff were amazing, nothing too much effort and big shout out to Paolo (in the Straights Club) who couldn’t have been more helpful and attentive.",service,1
235,688647526,I miss this place already.,,-1
236,688647526,I give it 11 out of 10.,,0
237,688510351,This is a great and charming place to stay while in Singapore for business or pleasure.,,1
238,688510351,"Rooms, dining and service are excellent and the nearby walking environment is both beautiful and full of restaurants.",service,1
239,688510351,Much better spot than Orchard Road hotels.,,1
240,688429532,My most ordered drink.,food,0
241,688429532,Aron suggested The Botanist.,,0
242,688429532,Again one of my favorite gins.,,1
243,688429532,I asked him to make it the way he thought best.,,1
244,688429532,A truly excellent martini possibly one of the best I’ve had -grapefruit twist.,food,1
246,688429532,I truly recommend the Post at the Fullerton if you are looking for the pinnacle of Martinis.,food,1
247,688429532,Again if you see Aron ask him to make one the way he thinks fit.,service,1
248,688429532,Well done mate,,1
249,688418072,"I stayed in a Heritage Club room, which was more of a suite with expansive main sleeping area, lounge and corridor.",room,0
250,688418072,The bath was meticulous and featured upscale toiletries.,room,0
251,688418072,"Included in Club service was a spa treatment, afternoon tea and evening canapés, as well as a generous full breakfast.",food,1
252,688418072,Even the eggs have their own menu!,food,0
253,688418072,The infinity swimming pool was more than just a place to take a cooling dip.,pool,0
254,688418072,"Sal, a special staff member, takes care of your every need.",service,1
255,688418072,"So for me, it was more than the pampering luxury, it was the staff who made this a great experience - from Daniel in Club, to Anais in the dining room.",service,1
256,688418072,Excellent three day stay!,,1
257,688410527,The place is lovely with a great view!,,1
258,688410527,The food is honestly delicious and surprisingly reasonably priced.,food,1
259,688410527,"Highly recommended!the service was excellent with many good recommendations by Khalid, one of the supervisors!",service,1
260,688367576,"What an awesome hotel, steeped in Old World Charm and 5 Star service.",service,1
262,688367576,Everything from checking to departing is effortless.,service,0
264,688367576,The Staff alike are friendly and professional.,service,1
266,688367576,Great ordering rooms service and watching the light show on the Marina Bay from your bedroom.,other,1
268,688367576,An excellent choice of a hotel for the discerning guest.,,1
269,688347280,Where do I start?,,0
270,688347280,"After a very long day, delayed flight, delayed luggage and unusual Singapore traffic my mother",,-1
271,688347280,"and I arrived at the ""5 star"" hotel I had booked us into.",,0
272,688347280,"Well, in less than an hour we had left due to a very negative experience and headed in a taxi to The Fullerton where we had booked in for Sunday brunch the following day.",,-1
274,688347280,From the second we arrived we were so well taken care of it's difficult to put into words.,service,1
275,688347280,"We were obviously distressed and the staff member at the front desk, Kate Reyes could not have been kinder or more accommodating.",service,1
276,688347280,"She invited us to sit down while we made our booking, gave us water and personally took us up to our Quay view room which was simply magical.",room,0
278,688347280,Throughout our stay we did not encounter a single staff member that was difficult,service,1
279,688040397,Very cosy and friendly.,service,1
280,688040397,Amazing people here🥰,,1
281,688040397,"Thank you Irman, Aron, Dinara and Indran!",,1
282,688040397,See you again soon.,,0
284,688039302,"Great service, delicious food and what a venue!",food,1
285,688039302,Very helpful staff tried to make our three year old as happy as possible.,service,1
287,688039302,"Amazing tea and food, and as much as you could eat.",food,1
288,688039302,Special attention for those having a birthday.,,1
289,688026886,"Had wonderfull stay at Fullerton The straight club, We are from room 460 stay at July, 6-8.",room,1
290,688026886,"Thank you to all the staff, they served and greet us very good, especially to staff Mr.Paolo who give me late check out until 2pm",service,1
291,688026886,"And also we very like afternoon tea and coctail at the club, really enjoy tea, drink and some delicious snack.",food,1
292,688026886,"We enjoyed delicious dinner at The Lighthouse Restaurant at 8 floor, this restaurant have amazing view, we recommeded for time at 8pm or 9pm, because we can see light show from marina sand bay.",food,1
294,688026886,"The Historical Building of Fullerton is Great, there are full and complete information about history of Fullerton.",,1
295,688026886,"Near by hotel, there are so many good attractions, near from Merlion, museum and some good sight seeing Thankyou very much for gave",others,1
296,688009038,Had an afternoon tea for my friend’s birthday.,food,0
297,688009038,Food was good.,food,1
298,688009038,Service was excellent.,service,1
299,688009038,The birthday cake with printed photos as souvenir was a wonderful surprise.,,1
300,688009038,"  Thumbs up to Lalikumar, Camilla and Aldin, thank you so much for the excellent service.",service,1
301,688009038,Will be back again.,,0
302,687981530,Just had the most amazing lunch at Jade Restaurant.,food,1
303,687981530,Really enjoyed the recommendation by the staff.,service,1
304,687981530,The wagyu beef tasted so fresh and the dessert was the highlight of the meal.,food,1
305,687981530,Thumbs up to Alan and his team for their excellent service.,service,1
306,687966193,"Just spent three beautiful days at the Fullerton Singapore, the best hotel experience in years and thoroughly recommend this hotel as a luxury experience.",,1
307,687966193,Raji the concierge was exceptional with his helpful advice and we consequently had the best food ever.,food,1
308,687966193,We will return.,,0
309,687826949,The chocolate buffet was something I had always want to try the chocolate buffet at Fullerton Hotel’s Courtyard.,food,1
310,687826949,"So, we went, as a belated Father’s Day celebration.",,0
311,687826949,"  Now, the buffet starts at 8pm and may not take place of a dinner.",food,0
312,687826949,And it was too early as a supper.,,0
313,687826949,And it’s mostly desserts.,,0
314,687826949,But I was eyeing the savory items to fill the void as I had skipped dinner.,food,0
315,687826949,"The buffet offers four savory items, three of which I can recommend: the baby back ribs, salmon quiche, and Wagyu empanada.",food,1
316,687826949,I would skip the risotto balls though.,,0
317,687826949,"  Now, there were too many chocolate dessert items to list and I’ll let my photos speak for themselves.",food,0
318,687826949,"What I would recommend is the hot chocolate (milk or dark) drink highlighted with your choice of spices like cardamom, star anise, or clove, made to",food,1
319,687774421,"Beautiful food, delightful and, attentive staff.",service,1
320,687774421,Innovative food and decorative presentation.,food,1
322,687774421,Highly recommend it.,,1
323,687774421,Chef leongs attention to detail is exquisite.,food,1
324,687774421,Yee Mings attention to our dining needs was impeccable.,service,0
325,687774421,Yvonne was a a wonderful host and waited on our every need.,service,1
326,687774421,Evelyn was a delight.,service,1
327,687774421,I highly recommend the Jade Restaurant at the Fullerton Hotel in Singapore.,food,1
328,687753102,We visited Town restaurant to celebrate my birthday.,food,1
329,687753102,Had dinner buffet and we enjoyed it very much!,food,1
330,687753102,Had received lovely birthday surprises from their staffs.,service,1
331,687753102,"(Big thanks to May, WL, Lucia, LiLian, Steve, KC, Ramil)",service,1
332,687741978,Been coming to the Fullerton Hotel Singapore quite regularly.,,0
333,687741978,The food quality is good but,food,1
334,687741978,what's best is the service.,service,1
336,687741978,Special mention to Lailanie.,service,1
337,687741978,She is a truly asset to the hotel.,service,1
338,687741978,Would definitely come back!,,1
340,687741077,"Great service by their staff namely Cheryl, May, Steve, Lilian and many more.",service,1
341,687741077,It was my daughter's 4th birthday and its the 4th year we are celebrating here!,,1
342,687741077,The restaurant provided a complementary slice of birthday cake and family photo as well .,food,1
343,687741077,A wonderful place to have a birthday celebration here!,,1
344,687708802,"The staff were really good and sincere... we would like to specially thank Alson, Lakumar, Camilla and Albert in tending to our needs - from assisting in finding seats (we came without reservation) to introducing the various tea selections.",service,1
345,687708802,The quality of food and drinks are also worth the costs... especially when they are free flow...,food,1
346,687706380,"Beautiful Devine delicious food, stunning atmosphere, amazing attentive friendly service from Lalikuma and Lai.",service,1
347,687706380,The Fullerton Hotel Afternoon Tea for any visitor to Singapore is a worth while experience.,food,1
348,687702911,Came here on a weekday ;   Wasn’t too crowded and also had reserved in advance.,,0
350,687702911,"I personally really enjoyed the savouries, especially the salmon on bread, guacamole tarts and prawn canapés.",food,1
351,687702911,The scones were fabulous with cream and jam.,food,1
352,687702911,Loved the relaxing atmosphere and Harpist playing music.,,1
354,687702911,There was great attentive service!,service,1
355,687702911,Friendly staff also spent time chatting and explaining each item on the menu.,service,1
356,687702911,"Thanks to Lalikumar, Alson, Camilla and others. will come back again soon!",service,1
358,687702676,The ambience is very nice and cozy.,,1
359,687702676,"Team crew members Lalikumar, Alson, Albert, Camilla and Geraldine are all very professional and friendly.",service,1
360,687702676,They are very attentive to customers.,,0
361,687702676,The coffee is aromatic and smooth.,,0
362,687702676,One of the best high tea we went before.,food,1
363,687690126,"Came to Fullerton Hotel to celebrate my mum’s birthday and Lalikumar, Camilla and Lai really made my mum’s day by surprising her a with a birthday cake and photo card.",service,1
364,687690126,"The high tea was delicious and ambience was great too, with soothing live harp performance!",food,1
365,687690126,Great attentive service and will definitely be back!,service,1
366,687689650,What more can I ask for - everything is perfect.i organised a HI TEA for my wife's birthday at Fullerton.,food,0
367,687689650,"We got a surprised birthday cake + candle, live music from the harp playing b-day song, photo memorabilia, good recommendations for the tea.",food,1
368,687689650,The environment is pleasant and I liked all live songs coupled with great service.,service,1
369,687689650,Special thanks to Lalikumar (b-day surprise) and Albert (table service).,service,1
370,687688727,Was honeymooning in Singapore and having previously visited the Fullerton for high tea with a friend was very keen to visit again.,food,1
371,687688727,Hotel itself is stunning and the high tea is a lovely treat but,food,1
372,687688727,what sets it apart is the service.,service,1
373,687688727,Most service in Singapore is very good but,service,1
376,687688727,apologies about the spelling) is a cut above.,,0
377,687688727,"So happy, friendly and a pleasure to speak to she is a credit to the hotel.",service,1
378,687688727,Even supplied a complimentary cake and teddy bears once she knew it was our honeymoon.,service,1
379,687688727,Little touches mean a lot .A must do in Singapore,,0
380,687686349,Wonderful service by Lalikumar and Camilla at the beautiful Fullerton Hotel for a great afternoon tea.,service,1
381,687686349,Tea recommendations were superb and the food was delicious.,food,1
382,687686349,The harpist was a really nice touch too.,others,1
383,687633686,"The hotel is beautiful,  its located right at the heart of the city.",,1
385,687633686,The mtr is just few mtrs away.,,0
387,687633686,Accessible by bus as well from stand opp singapore ceicket club and one Fullerton.,,1
388,687633686,The merlion park is just across the road.,,0
389,687633686,They hotel hosts good number of restaurants  howver i had tried town restaurant  only whoch serves breakfast.,food,1
391,687633686,Breakfast was big spread however as a vegetarian who loves warm breakfast i used to end up eating bread butter and hash brown.,food,1
393,687633686,They had indian vegetarian  spread as well but,food,1
394,687633686,"without indian bread i wouldnt want to eat palak paneer,  or bhindi or gobhi.",food,0
396,687633686,The hotel gives you a handy phone which you can take along while hoing out.,service,0
398,687633686,So you dont need a local sim or spend on internationa roaming.,,0
399,687633686,"Internet is accessible, local and international  ",,0
401,687563213,Stayed here for one night on our way back from our trip from Bali and we wish we had stayed our whole trip here.,,1
402,687563213,We were pleasantly greeted at the lobby and checked in by Sue who was simply amazing.,service,1
403,687563213,She upgraded us to a nicer room which made our one night stay even more magical.,room,1
404,687563213,I honestly can't find any fault with this hotel.,,1
405,687563213,"The rooms were well maintained, spacious, great amenity kits, great views and the staff were all so accommodating and friendly.",room,1
406,687563213,In the early evening (after 6pm) in the lobby they have live classical music playing which makes it a great spot to sit down and enjoy a drink or two.,food,1
407,687563213,We also did the afternoon tea and that was great as well.,food,1
408,687563213,For that I do recommend you don't eat a big lunch or even eat lunch since the bites are very filling and you can go up and,food,1
409,687477493,Un très bel immeuble reconverti.,,0
410,687477493,Hôtel au personnel discret et efficace.,,0
411,687477493,Nous n’avons pas profité du buffet petit déjeuner mais chambre très confortable.,food,0
412,687477493,Emplacement idéal à côté de Raffles place et du métro,,0
413,687477493,à 10mn à pied du convention centre de marina bay.,other,0
414,687477493,On y reviendra pour le prochain séjour à Singapour.,,0
415,687468800,We celebrated my mother’s birthday in Jade Restaurant.,food,1
416,687468800,They offered Cantonese-style cuisine of exceptional quality.,food,1
417,687468800,The restaurant had a great ambience.,food,1
418,687468800,The dishes served were delicious and we had a great experience.,,1
419,687468800,Their service staff Ms. Yan Shuo & Ms. Yvonne have shown us hospitality of unforgettable warmth.,service,1
420,687468800,We will definitely come back again.,,1
422,687462669,Definitely one with the best service!,service,1
423,687462669,Well served by Yvonne.,service,1
425,687462669,Food’s great and so value for money.,food,1
426,687462669,Had a pleasant surprise for the birthday boy without any prearrangement.,,1
427,687462669,We are definitely coming back!,,1
428,687453843,Had dinner here to celebrate my birthday and was pleasantly surprised by the service and food.,food,1
429,687453843,Staff surprised us with a birthday cake and even a photo printout to remember the night.,service,1
430,687453843,"Kudos to the staff Steve, Celine, Chloe, WL,Ramli, KL, Fish, Boon and Zoey.",service,1
431,687453843,Highly recommended place for special occasions!,,1
432,687453092,My family of 4 had a great buffet dinner experience at Town restaurant in Fullerton hotel.,food,1
433,687453092,Wide selection of food and desserts.,food,0
434,687453092,The staff were attentive and thoughtful to present my dad with a slice of chocolate cake for his birthday.,service,1
435,687453092,"Much thanks to the staff tonight: Steve, WL, KC, Fish, Zoey, Celine, Chloe, Rambo and Boon.",service,1
436,687388115,The afternoon tea here was value for money.,food,1
437,687388115,"We received very warm and personal service from the staff, Lalikuma Camilla Albert.",service,1
438,687388115,We were also treated to beautiful music.,others,1
439,687388115,We enjoyed our time here very much.,,1
440,687385907,"The ambience was great and the service was excellent (served by Lalikumar, Camilla and Jeanie)!",service,1
441,687385907,I am generally an indecisive person and the staff took the initiative to recommended teas to me.,service,1
442,687385907,A very chill place that is great for meet ups,,1
443,687385459,Had a great time celebrating my wife’s birthday at The Courtyard!,,1
444,687385459,"Fullerton Staffs Mr Lalikumar, Ms Camilla & Aldin were very attentive to details and the extra mile that they took!",service,0
445,687385459,Will definitely come back again!,,1
446,687337653,We had 2 night at the Fullerton HOtel which is a very nice Historic Hotel with great facilities.,,1
